"","DATA","SESSO","DECESSI","POPOLAZIONE","DECESSI_P10k"
"456",2018-04-05,"MASCHI",129,4910456,0,262704726404228
"457",2018-04-06,"MASCHI",126,4910476,0,256594269068823
"458",2018-04-07,"MASCHI",122,4910495,0,248447457944667
"459",2018-04-08,"MASCHI",125,4910514,0,254555836720962
"460",2018-04-09,"MASCHI",141,4910535,0,287137755865705
"461",2018-04-10,"MASCHI",105,4910555,0,213825117527449
"462",2018-04-11,"MASCHI",140,4910576,0,285098937476988
"463",2018-04-12,"MASCHI",131,4910593,0,26677022510316
"464",2018-04-13,"MASCHI",118,4910614,0,240295816368381
"465",2018-04-14,"MASCHI",130,4910633,0,264731654758154
"466",2018-04-15,"MASCHI",120,4910653,0,244366686059878
"467",2018-04-16,"MASCHI",108,4910675,0,21992903215953
"468",2018-04-17,"MASCHI",140,4910693,0,28509214483577
"469",2018-04-18,"MASCHI",125,4910712,0,254545573024849
"470",2018-04-19,"MASCHI",117,4910734,0,238253588974683
"471",2018-04-20,"MASCHI",119,4910752,0,242325411668111
"472",2018-04-21,"MASCHI",120,4910772,0,244360764458216
"473",2018-04-22,"MASCHI",128,4910791,0,260650473620238
"474",2018-04-23,"MASCHI",138,4910811,0,281012647401824
"475",2018-04-24,"MASCHI",105,4910831,0,21381310006392
"476",2018-04-25,"MASCHI",132,4910853,0,268792407347563
"477",2018-04-26,"MASCHI",101,4910871,0,205666163904529
"478",2018-04-27,"MASCHI",112,4910890,0,228064566707868
"479",2018-04-28,"MASCHI",120,4910910,0,244353897750111
"480",2018-04-29,"MASCHI",105,4910930,0,213808789781162
"481",2018-04-30,"MASCHI",121,4910950,0,246388173367678
"482",2019-01-01,"MASCHI",132,4924451,0,268050184680485
"483",2019-01-02,"MASCHI",132,4924422,0,268051763232314
"484",2019-01-03,"MASCHI",130,4924400,0,263991552270327
"485",2019-01-04,"MASCHI",160,4924380,0,324913999325803
"486",2019-01-05,"MASCHI",143,4924355,0,290393361161005
"487",2019-01-06,"MASCHI",148,4924334,0,300548256881032
"488",2019-01-07,"MASCHI",155,4924313,0,314764719464421
"489",2019-01-08,"MASCHI",144,4924290,0,292427943926942
"490",2019-01-09,"MASCHI",153,4924266,0,310706204741986
"491",2019-01-10,"MASCHI",153,4924245,0,310707529783754
"492",2019-01-11,"MASCHI",156,4924224,0,31680118532382
"493",2019-01-12,"MASCHI",121,4924201,0,245725144038596
"494",2019-01-13,"MASCHI",128,4924179,0,259941809588969
"495",2019-01-14,"MASCHI",179,4924157,0,363513998436687
"496",2019-01-15,"MASCHI",140,4924134,0,284313952463519
"497",2019-01-16,"MASCHI",157,4924114,0,318839084554094
"498",2019-01-17,"MASCHI",153,4924089,0,310717373304991
"499",2019-01-18,"MASCHI",152,4924069,0,308687794586144
"500",2019-01-19,"MASCHI",133,4924046,0,270103081896473
"501",2019-01-20,"MASCHI",144,4924024,0,292443741135299
"502",2019-01-21,"MASCHI",130,4924002,0,264012890327827
"503",2019-01-22,"MASCHI",147,4923979,0,298539047384239
"504",2019-01-23,"MASCHI",165,4923958,0,335096278237954
"505",2019-01-24,"MASCHI",161,4923937,0,326974126598289
"506",2019-01-25,"MASCHI",156,4923913,0,316821194850518
"507",2019-01-26,"MASCHI",126,4923890,0,255895237302214
"508",2019-01-27,"MASCHI",152,4923869,0,308700333010484
"509",2019-01-28,"MASCHI",163,4923848,0,331041900562324
"510",2019-01-29,"MASCHI",148,4923823,0,300579448123948
"511",2019-01-30,"MASCHI",167,4923803,0,339168727912144
"512",2019-01-31,"MASCHI",151,4923781,0,306674890698835
"513",2019-02-01,"MASCHI",151,4923764,0,306675949537793
"514",2019-02-02,"MASCHI",155,4923816,0,314796491176762
"515",2019-02-03,"MASCHI",166,4923877,0,337132710666818
"516",2019-02-04,"MASCHI",158,4923936,0,320881506177172
"517",2019-02-05,"MASCHI",156,4923996,0,316815854440174
"518",2019-02-06,"MASCHI",146,4924054,0,296503653290561
"519",2019-02-07,"MASCHI",126,4924114,0,25588359652112
"520",2019-02-08,"MASCHI",155,4924175,0,314773540745404
"521",2019-02-09,"MASCHI",178,4924231,0,36147776170533
"522",2019-02-10,"MASCHI",138,4924292,0,280243332442512
"523",2019-02-11,"MASCHI",171,4924350,0,347253952298273
"524",2019-02-12,"MASCHI",157,4924410,0,318819919543661
"525",2019-02-13,"MASCHI",176,4924468,0,357399012441547
"526",2019-02-14,"MASCHI",170,4924529,0,345210679031436
"527",2019-02-15,"MASCHI",132,4924593,0,2680424554882
"528",2019-02-16,"MASCHI",153,4924648,0,310682103573697
"529",2019-02-17,"MASCHI",152,4924709,0,308647678471967
"530",2019-02-18,"MASCHI",148,4924767,0,300521831794276
"531",2019-02-19,"MASCHI",180,4924827,0,365495072212689
"532",2019-02-20,"MASCHI",161,4924885,0,326911186758676
"533",2019-02-21,"MASCHI",160,4924946,0,324876658546104
"534",2019-02-22,"MASCHI",157,4925007,0,318781272798191
"535",2019-02-23,"MASCHI",154,4925063,0,312686355484184
"536",2019-02-24,"MASCHI",132,4925123,0,268013611030628
"537",2019-02-25,"MASCHI",176,4925181,0,357347273125597
"538",2019-02-26,"MASCHI",133,4925241,0,270037547401234
"539",2019-02-27,"MASCHI",167,4925300,0,339065640671634
"540",2019-02-28,"MASCHI",174,4925361,0,353273597610409
"541",2019-03-01,"MASCHI",139,4925425,0,282209149464259
"542",2019-03-02,"MASCHI",159,4925470,0,322811833185463
"543",2019-03-03,"MASCHI",123,4925522,0,249719725137762
"544",2019-03-04,"MASCHI",147,4925570,0,298442616793589
"545",2019-03-05,"MASCHI",134,4925622,0,272046860274702
"546",2019-03-06,"MASCHI",118,4925672,0,239561221291227
"547",2019-03-07,"MASCHI",133,4925724,0,270011068423647
"548",2019-03-08,"MASCHI",135,4925774,0,27406860322865
"549",2019-03-09,"MASCHI",137,4925823,0,278126112123801
"550",2019-03-10,"MASCHI",128,4925874,0,259852363255739
"551",2019-03-11,"MASCHI",120,4925925,0,243609068347569
"552",2019-03-12,"MASCHI",146,4925975,0,296388024705769
"553",2019-03-13,"MASCHI",124,4926025,0,251724260433108
"554",2019-03-14,"MASCHI",116,4926075,0,235481595387809
"555",2019-03-15,"MASCHI",149,4926127,0,302468856365254
"556",2019-03-16,"MASCHI",157,4926177,0,318705560112842
"557",2019-03-17,"MASCHI",120,4926227,0,243594134009659
"558",2019-03-18,"MASCHI",139,4926277,0,282160341369355
"559",2019-03-19,"MASCHI",130,4926329,0,263888181240027
"560",2019-03-20,"MASCHI",129,4926379,0,26185561443811
"561",2019-03-21,"MASCHI",120,4926429,0,2435841458387
"562",2019-03-22,"MASCHI",142,4926479,0,288238313813984
"563",2019-03-23,"MASCHI",116,4926530,0,235459846991696
"564",2019-03-24,"MASCHI",138,4926581,0,280113125106438
"565",2019-03-25,"MASCHI",138,4926630,0,280110339116191
"566",2019-03-26,"MASCHI",131,4926680,0,265899145063207
"567",2019-03-27,"MASCHI",142,4926732,0,288223512056268
"568",2019-03-28,"MASCHI",118,4926782,0,239507248341818
"569",2019-03-29,"MASCHI",141,4926834,0,286187843958209
"570",2019-03-30,"MASCHI",100,4926882,0,202968124667893
"571",2019-03-31,"MASCHI",121,4926934,0,245588838819436
"572",2019-04-01,"MASCHI",133,4926989,0,269941743324371
"573",2019-04-02,"MASCHI",130,4927064,0,263848815440595
"574",2019-04-03,"MASCHI",159,4927145,0,322702092185231
"575",2019-04-04,"MASCHI",151,4927225,0,306460533058669
"576",2019-04-05,"MASCHI",118,4927306,0,239481777669177
"577",2019-04-06,"MASCHI",117,4927385,0,237448464043301
"578",2019-04-07,"MASCHI",132,4927468,0,26788606237524
"579",2019-04-08,"MASCHI",132,4927545,0,267881876269014
"580",2019-04-09,"MASCHI",133,4927626,0,269906847638193
"581",2019-04-10,"MASCHI",133,4927707,0,26990241099968
"582",2019-04-11,"MASCHI",106,4927788,0,215106656374016
"583",2019-04-12,"MASCHI",113,4927868,0,229308090232936
"584",2019-04-13,"MASCHI",132,4927950,0,267859860591118
"585",2019-04-14,"MASCHI",104,4928028,0,211037761960768
"586",2019-04-15,"MASCHI",120,4928109,0,243501107625663
"587",2019-04-16,"MASCHI",118,4928193,0,239438674581129
"588",2019-04-17,"MASCHI",137,4928269,0,277988072485491
"589",2019-04-18,"MASCHI",125,4928350,0,253634583582741
"590",2019-04-19,"MASCHI",105,4928430,0,213049591857853
"591",2019-04-20,"MASCHI",115,4928510,0,233336241582141
"592",2019-04-21,"MASCHI",127,4928592,0,257680083886027
"593",2019-04-22,"MASCHI",107,4928673,0,217096975189874
"594",2019-04-23,"MASCHI",117,4928752,0,237382607199551
"595",2019-04-24,"MASCHI",127,4928833,0,257667484372061
"596",2019-04-25,"MASCHI",102,4928912,0,206942221731693
"597",2019-04-26,"MASCHI",138,4928994,0,279975995101637
"598",2019-04-27,"MASCHI",113,4929072,0,229252078281672
"599",2019-04-28,"MASCHI",106,4929155,0,215047000956553
"600",2019-04-29,"MASCHI",118,4929233,0,239388156331827
"601",2019-04-30,"MASCHI",116,4929314,0,235326862926565
"602",2020-01-01,"MASCHI",NA,NA,NA
"603",2020-01-02,"MASCHI",NA,NA,NA
"604",2020-01-03,"MASCHI",NA,NA,NA
"605",2020-01-04,"MASCHI",NA,NA,NA
"606",2020-01-05,"MASCHI",NA,NA,NA
"607",2020-01-06,"MASCHI",NA,NA,NA
"608",2020-01-07,"MASCHI",NA,NA,NA
"609",2020-01-08,"MASCHI",NA,NA,NA
"610",2020-01-09,"MASCHI",NA,NA,NA
"611",2020-01-10,"MASCHI",NA,NA,NA
"612",2020-01-11,"MASCHI",NA,NA,NA
"613",2020-01-12,"MASCHI",NA,NA,NA
"614",2020-01-13,"MASCHI",NA,NA,NA
"615",2020-01-14,"MASCHI",NA,NA,NA
"616",2020-01-15,"MASCHI",NA,NA,NA
"617",2020-01-16,"MASCHI",NA,NA,NA
"618",2020-01-17,"MASCHI",NA,NA,NA
"619",2020-01-18,"MASCHI",NA,NA,NA
"620",2020-01-19,"MASCHI",NA,NA,NA
"621",2020-01-20,"MASCHI",NA,NA,NA
"622",2020-01-21,"MASCHI",NA,NA,NA
"623",2020-01-22,"MASCHI",NA,NA,NA
"624",2020-01-23,"MASCHI",NA,NA,NA
"625",2020-01-24,"MASCHI",NA,NA,NA
"626",2020-01-25,"MASCHI",NA,NA,NA
"627",2020-01-26,"MASCHI",NA,NA,NA
"628",2020-01-27,"MASCHI",NA,NA,NA
"629",2020-01-28,"MASCHI",NA,NA,NA
"630",2020-01-29,"MASCHI",NA,NA,NA
"631",2020-01-30,"MASCHI",NA,NA,NA
"632",2020-01-31,"MASCHI",NA,NA,NA
"633",2020-02-01,"MASCHI",NA,NA,NA
"634",2020-02-02,"MASCHI",NA,NA,NA
"635",2020-02-03,"MASCHI",NA,NA,NA
"636",2020-02-04,"MASCHI",NA,NA,NA
"637",2020-02-05,"MASCHI",NA,NA,NA
"638",2020-02-06,"MASCHI",NA,NA,NA
"639",2020-02-07,"MASCHI",NA,NA,NA
"640",2020-02-08,"MASCHI",NA,NA,NA
"641",2020-02-09,"MASCHI",NA,NA,NA
"642",2020-02-10,"MASCHI",NA,NA,NA
"643",2020-02-11,"MASCHI",NA,NA,NA
"644",2020-02-12,"MASCHI",NA,NA,NA
"645",2020-02-13,"MASCHI",NA,NA,NA
"646",2020-02-14,"MASCHI",NA,NA,NA
"647",2020-02-15,"MASCHI",NA,NA,NA
"648",2020-02-16,"MASCHI",NA,NA,NA
"649",2020-02-17,"MASCHI",NA,NA,NA
"650",2020-02-18,"MASCHI",NA,NA,NA
"651",2020-02-19,"MASCHI",NA,NA,NA
"652",2020-02-20,"MASCHI",NA,NA,NA
"653",2020-02-21,"MASCHI",NA,NA,NA
"654",2020-02-22,"MASCHI",NA,NA,NA
"655",2020-02-23,"MASCHI",NA,NA,NA
"656",2020-02-24,"MASCHI",NA,NA,NA
"657",2020-02-25,"MASCHI",NA,NA,NA
"658",2020-02-26,"MASCHI",NA,NA,NA
"659",2020-02-27,"MASCHI",NA,NA,NA
"660",2020-02-28,"MASCHI",NA,NA,NA
"661",2020-02-29,"MASCHI",NA,NA,NA
"662",2020-03-01,"MASCHI",NA,NA,NA
"663",2020-03-02,"MASCHI",NA,NA,NA
"664",2020-03-03,"MASCHI",NA,NA,NA
"665",2020-03-04,"MASCHI",NA,NA,NA
"666",2020-03-05,"MASCHI",NA,NA,NA
"667",2020-03-06,"MASCHI",NA,NA,NA
"668",2020-03-07,"MASCHI",NA,NA,NA
"669",2020-03-08,"MASCHI",NA,NA,NA
"670",2020-03-09,"MASCHI",NA,NA,NA
"671",2020-03-10,"MASCHI",NA,NA,NA
"672",2020-03-11,"MASCHI",NA,NA,NA
"673",2020-03-12,"MASCHI",NA,NA,NA
"674",2020-03-13,"MASCHI",NA,NA,NA
"675",2020-03-14,"MASCHI",NA,NA,NA
"676",2020-03-15,"MASCHI",NA,NA,NA
"677",2020-03-16,"MASCHI",NA,NA,NA
"678",2020-03-17,"MASCHI",NA,NA,NA
"679",2020-03-18,"MASCHI",NA,NA,NA
"680",2020-03-19,"MASCHI",NA,NA,NA
"681",2020-03-20,"MASCHI",NA,NA,NA
"682",2020-03-21,"MASCHI",NA,NA,NA
"683",2020-03-22,"MASCHI",NA,NA,NA
"684",2020-03-23,"MASCHI",NA,NA,NA
"685",2020-03-24,"MASCHI",NA,NA,NA
"686",2020-03-25,"MASCHI",NA,NA,NA
"687",2020-03-26,"MASCHI",NA,NA,NA
"688",2020-03-27,"MASCHI",NA,NA,NA
"689",2020-03-28,"MASCHI",NA,NA,NA
"690",2020-03-29,"MASCHI",NA,NA,NA
"691",2020-03-30,"MASCHI",NA,NA,NA
"692",2020-03-31,"MASCHI",NA,NA,NA
"693",2020-04-01,"MASCHI",NA,NA,NA
"694",2020-04-02,"MASCHI",NA,NA,NA
"695",2020-04-03,"MASCHI",NA,NA,NA
"696",2020-04-04,"MASCHI",NA,NA,NA
"697",2020-04-05,"MASCHI",NA,NA,NA
"698",2020-04-06,"MASCHI",NA,NA,NA
"699",2020-04-07,"MASCHI",NA,NA,NA
"700",2020-04-08,"MASCHI",NA,NA,NA
"701",2020-04-09,"MASCHI",NA,NA,NA
"702",2020-04-10,"MASCHI",NA,NA,NA
"703",2020-04-11,"MASCHI",NA,NA,NA
"704",2020-04-12,"MASCHI",NA,NA,NA
"705",2020-04-13,"MASCHI",NA,NA,NA
"706",2020-04-14,"MASCHI",NA,NA,NA
"707",2020-04-15,"MASCHI",NA,NA,NA
"708",2020-04-16,"MASCHI",NA,NA,NA
"709",2020-04-17,"MASCHI",NA,NA,NA
"710",2020-04-18,"MASCHI",NA,NA,NA
"711",2020-04-19,"MASCHI",NA,NA,NA
"712",2020-04-20,"MASCHI",NA,NA,NA
"713",2020-04-21,"MASCHI",NA,NA,NA
"714",2020-04-22,"MASCHI",NA,NA,NA
"715",2020-04-23,"MASCHI",NA,NA,NA
"716",2020-04-24,"MASCHI",NA,NA,NA
"717",2020-04-25,"MASCHI",NA,NA,NA
"718",2020-04-26,"MASCHI",NA,NA,NA
"719",2020-04-27,"MASCHI",NA,NA,NA
"720",2020-04-28,"MASCHI",NA,NA,NA
"721",2020-04-29,"MASCHI",NA,NA,NA
"722",2020-04-30,"MASCHI",NA,NA,NA
