"","DATA","SESSO","DECESSI","POPOLAZIONE","DECESSI_P10k"
"684",2020-03-23,"FEMMINE",NA,NA,NA
"685",2020-03-24,"FEMMINE",NA,NA,NA
"686",2020-03-25,"FEMMINE",NA,NA,NA
"687",2020-03-26,"FEMMINE",NA,NA,NA
"688",2020-03-27,"FEMMINE",NA,NA,NA
"689",2020-03-28,"FEMMINE",NA,NA,NA
"690",2020-03-29,"FEMMINE",NA,NA,NA
"691",2020-03-30,"FEMMINE",NA,NA,NA
"692",2020-03-31,"FEMMINE",NA,NA,NA
"693",2020-04-01,"FEMMINE",NA,NA,NA
"694",2020-04-02,"FEMMINE",NA,NA,NA
"695",2020-04-03,"FEMMINE",NA,NA,NA
"696",2020-04-04,"FEMMINE",NA,NA,NA
"697",2020-04-05,"FEMMINE",NA,NA,NA
"698",2020-04-06,"FEMMINE",NA,NA,NA
"699",2020-04-07,"FEMMINE",NA,NA,NA
"700",2020-04-08,"FEMMINE",NA,NA,NA
"701",2020-04-09,"FEMMINE",NA,NA,NA
"702",2020-04-10,"FEMMINE",NA,NA,NA
"703",2020-04-11,"FEMMINE",NA,NA,NA
"704",2020-04-12,"FEMMINE",NA,NA,NA
"705",2020-04-13,"FEMMINE",NA,NA,NA
"706",2020-04-14,"FEMMINE",NA,NA,NA
"707",2020-04-15,"FEMMINE",NA,NA,NA
"708",2020-04-16,"FEMMINE",NA,NA,NA
"709",2020-04-17,"FEMMINE",NA,NA,NA
"710",2020-04-18,"FEMMINE",NA,NA,NA
"711",2020-04-19,"FEMMINE",NA,NA,NA
"712",2020-04-20,"FEMMINE",NA,NA,NA
"713",2020-04-21,"FEMMINE",NA,NA,NA
"714",2020-04-22,"FEMMINE",NA,NA,NA
"715",2020-04-23,"FEMMINE",NA,NA,NA
"716",2020-04-24,"FEMMINE",NA,NA,NA
"717",2020-04-25,"FEMMINE",NA,NA,NA
"718",2020-04-26,"FEMMINE",NA,NA,NA
"719",2020-04-27,"FEMMINE",NA,NA,NA
"720",2020-04-28,"FEMMINE",NA,NA,NA
"721",2020-04-29,"FEMMINE",NA,NA,NA
"722",2020-04-30,"FEMMINE",NA,NA,NA
