"","NOME_PROVINCIA","DATA","SESSO","DECESSI","POPOLAZIONE","DECESSI_P10k"
"6736","Cremona",2015-03-21,"FEMMINE",10,183979,0,543540295359797
"6737","Cremona",2015-03-21,"MASCHI",6,177073,0,338843301915029
"6738","Cremona",2015-03-21,"TOTALE",16,361053,0,44314823585457
"6739","Cremona",2015-03-22,"FEMMINE",7,183974,0,380488547294726
"6740","Cremona",2015-03-22,"MASCHI",4,177069,0,22590063760455
"6741","Cremona",2015-03-22,"TOTALE",11,361044,0,304672006736021
"6742","Cremona",2015-03-23,"FEMMINE",8,183970,0,434853508724248
"6743","Cremona",2015-03-23,"MASCHI",6,177065,0,338858611244458
"6744","Cremona",2015-03-23,"TOTALE",14,361035,0,387774038528121
"6745","Cremona",2015-03-24,"FEMMINE",6,183966,0,326147222856397
"6746","Cremona",2015-03-24,"MASCHI",5,177060,0,28239015023156
"6747","Cremona",2015-03-24,"TOTALE",11,361027,0,304686353098245
"6748","Cremona",2015-03-25,"FEMMINE",8,183962,0,434872419303987
"6749","Cremona",2015-03-25,"MASCHI",5,177056,0,28239652991144
"6750","Cremona",2015-03-25,"TOTALE",13,361018,0,360092848556028
"6751","Cremona",2015-03-26,"FEMMINE",3,183958,0,163080703203992
"6752","Cremona",2015-03-26,"MASCHI",4,177051,0,22592360393333
"6753","Cremona",2015-03-26,"TOTALE",7,361009,0,193900983077984
"6754","Cremona",2015-03-27,"FEMMINE",5,183953,0,271808559795165
"6755","Cremona",2015-03-27,"MASCHI",6,177047,0,338893062294193
"6756","Cremona",2015-03-27,"TOTALE",11,361001,0,304708297206933
"6757","Cremona",2015-03-28,"FEMMINE",9,183949,0,489266046567255
"6758","Cremona",2015-03-28,"MASCHI",5,177042,0,282418861061217
"6759","Cremona",2015-03-28,"TOTALE",14,360992,0,387820228703129
"6760","Cremona",2015-03-29,"FEMMINE",7,183945,0,380548533529044
"6761","Cremona",2015-03-29,"MASCHI",5,177038,0,282425242038432
"6762","Cremona",2015-03-29,"TOTALE",12,360983,0,332425626691562
"6763","Cremona",2015-03-30,"FEMMINE",6,183941,0,326191550551536
"6764","Cremona",2015-03-30,"MASCHI",6,177033,0,338919862398536
"6765","Cremona",2015-03-30,"TOTALE",12,360975,0,332432993974652
"6766","Cremona",2015-03-31,"FEMMINE",5,183937,0,271832203417474
"6767","Cremona",2015-03-31,"MASCHI",2,177029,0,112975840116591
"6768","Cremona",2015-03-31,"TOTALE",7,360966,0,19392408149244
"6769","Cremona",2015-04-01,"FEMMINE",7,183933,0,380573360952086
"6770","Cremona",2015-04-01,"MASCHI",7,177025,0,395424375088264
"6771","Cremona",2015-04-01,"TOTALE",14,360958,0,387856758958106
"6772","Cremona",2015-04-02,"FEMMINE",9,183929,0,48931924818816
"6773","Cremona",2015-04-02,"MASCHI",7,177023,0,395428842579778
"6774","Cremona",2015-04-02,"TOTALE",16,360953,0,443271007582705
"6775","Cremona",2015-04-03,"FEMMINE",6,183926,0,326218152952818
"6776","Cremona",2015-04-03,"MASCHI",4,177021,0,225961891526994
"6777","Cremona",2015-04-03,"TOTALE",10,360948,0,277048217471769
"6778","Cremona",2015-04-04,"FEMMINE",6,183923,0,326223473953774
"6779","Cremona",2015-04-04,"MASCHI",8,177020,0,451926336007231
"6780","Cremona",2015-04-04,"TOTALE",14,360944,0,38787180282814
"6781","Cremona",2015-04-05,"FEMMINE",5,183920,0,271857329273597
"6782","Cremona",2015-04-05,"MASCHI",10,177018,0,564914302500311
"6783","Cremona",2015-04-05,"TOTALE",15,360939,0,415582688487528
"6784","Cremona",2015-04-06,"FEMMINE",6,183917,0,326234116476454
"6785","Cremona",2015-04-06,"MASCHI",2,177017,0,112983498760006
"6786","Cremona",2015-04-06,"TOTALE",8,360934,0,221647170950922
"6787","Cremona",2015-04-07,"FEMMINE",4,183914,0,217492958665463
"6788","Cremona",2015-04-07,"MASCHI",1,177015,0,0564923876507641
"6789","Cremona",2015-04-07,"TOTALE",5,360930,0,138531017094728
"6790","Cremona",2015-04-08,"FEMMINE",8,183911,0,43499301292473
"6791","Cremona",2015-04-08,"MASCHI",8,177014,0,451941654332426
"6792","Cremona",2015-04-08,"TOTALE",16,360925,0,443305395857865
"6793","Cremona",2015-04-09,"FEMMINE",8,183907,0,435002474076571
"6794","Cremona",2015-04-09,"MASCHI",8,177012,0,451946760671593
"6795","Cremona",2015-04-09,"TOTALE",16,360920,0,443311537182755
"6796","Cremona",2015-04-10,"FEMMINE",6,183904,0,326257177657908
"6797","Cremona",2015-04-10,"MASCHI",2,177011,0,112987328471112
"6798","Cremona",2015-04-10,"TOTALE",8,360916,0,221658225182591
"6799","Cremona",2015-04-11,"FEMMINE",10,183901,0,543770833220048
"6800","Cremona",2015-04-11,"MASCHI",6,177009,0,338965815297527
"6801","Cremona",2015-04-11,"TOTALE",16,360911,0,443322591996365
"6802","Cremona",2015-04-12,"FEMMINE",10,183898,0,543779703966329
"6803","Cremona",2015-04-12,"MASCHI",6,177008,0,338967730272078
"6804","Cremona",2015-04-12,"TOTALE",16,360906,0,44332873379772
"6805","Cremona",2015-04-13,"FEMMINE",11,183895,0,598167432502243
"6806","Cremona",2015-04-13,"MASCHI",8,177006,0,451962080381456
"6807","Cremona",2015-04-13,"TOTALE",19,360902,0,526458706241584
"6808","Cremona",2015-04-14,"FEMMINE",10,183892,0,543797446327192
"6809","Cremona",2015-04-14,"MASCHI",3,177005,0,169486737662778
"6810","Cremona",2015-04-14,"TOTALE",13,360897,0,360213578943577
"6811","Cremona",2015-04-15,"FEMMINE",3,183889,0,163141895382541
"6812","Cremona",2015-04-15,"MASCHI",8,177003,0,451969740625865
"6813","Cremona",2015-04-15,"TOTALE",11,360892,0,30480032807599
"6814","Cremona",2015-04-16,"FEMMINE",8,183886,0,435052151876706
"6815","Cremona",2015-04-16,"MASCHI",4,177002,0,225986147049186
"6816","Cremona",2015-04-16,"TOTALE",12,360888,0,332513134268804
"6817","Cremona",2015-04-17,"FEMMINE",9,183882,0,489444317551473
"6818","Cremona",2015-04-17,"MASCHI",7,177000,0,395480225988701
"6819","Cremona",2015-04-17,"TOTALE",16,360883,0,443356988275979
"6820","Cremona",2015-04-18,"FEMMINE",8,183879,0,435068713664964
"6821","Cremona",2015-04-18,"MASCHI",5,176998,0,282489067673081
"6822","Cremona",2015-04-18,"TOTALE",13,360878,0,360232543962225
"6823","Cremona",2015-04-19,"FEMMINE",6,183876,0,326306858970176
"6824","Cremona",2015-04-19,"MASCHI",3,176997,0,169494398210139
"6825","Cremona",2015-04-19,"TOTALE",9,360874,0,24939452551306
"6826","Cremona",2015-04-20,"FEMMINE",5,183873,0,271926819054456
"6827","Cremona",2015-04-20,"MASCHI",3,176995,0,169496313455182
"6828","Cremona",2015-04-20,"TOTALE",8,360869,0,221687094208702
"6829","Cremona",2015-04-21,"FEMMINE",8,183870,0,435090009245663
"6830","Cremona",2015-04-21,"MASCHI",4,176994,0,225996361458581
"6831","Cremona",2015-04-21,"TOTALE",12,360864,0,332535248736366
"6832","Cremona",2015-04-22,"FEMMINE",4,183867,0,217548554117922
"6833","Cremona",2015-04-22,"MASCHI",3,176992,0,169499186403905
"6834","Cremona",2015-04-22,"TOTALE",7,360860,0,193981045280718
"6835","Cremona",2015-04-23,"FEMMINE",7,183864,0,380716181525475
"6836","Cremona",2015-04-23,"MASCHI",4,176991,0,226000192100163
"6837","Cremona",2015-04-23,"TOTALE",11,360855,0,304831580551745
"6838","Cremona",2015-04-24,"FEMMINE",6,183860,0,326335255085391
"6839","Cremona",2015-04-24,"MASCHI",3,176989,0,169502059450022
"6840","Cremona",2015-04-24,"TOTALE",9,360850,0,249411112650686
"6841","Cremona",2015-04-25,"FEMMINE",7,183857,0,380730676558412
"6842","Cremona",2015-04-25,"MASCHI",5,176988,0,282505028589509
"6843","Cremona",2015-04-25,"TOTALE",12,360846,0,332551836517517
"6844","Cremona",2015-04-26,"FEMMINE",3,183854,0,163172952451402
"6845","Cremona",2015-04-26,"MASCHI",3,176986,0,169504932593538
"6846","Cremona",2015-04-26,"TOTALE",6,360841,0,1662782222641
"6847","Cremona",2015-04-27,"FEMMINE",4,183851,0,217567486714785
"6848","Cremona",2015-04-27,"MASCHI",7,176985,0,395513744102608
"6849","Cremona",2015-04-27,"TOTALE",11,360836,0,304847631611037
"6850","Cremona",2015-04-28,"FEMMINE",3,183848,0,163178277707672
"6851","Cremona",2015-04-28,"MASCHI",3,176983,0,169507805834459
"6852","Cremona",2015-04-28,"TOTALE",6,360832,0,166282369634622
"6853","Cremona",2015-04-29,"FEMMINE",4,183845,0,217574587288205
"6854","Cremona",2015-04-29,"MASCHI",10,176982,0,565029212010261
"6855","Cremona",2015-04-29,"TOTALE",14,360827,0,387997572243762
"6856","Cremona",2015-04-30,"FEMMINE",7,183842,0,380761741060258
"6857","Cremona",2015-04-30,"MASCHI",4,176980,0,226014238897051
"6858","Cremona",2015-04-30,"TOTALE",11,360822,0,304859459789037
"6859","Cremona",2016-01-01,"FEMMINE",6,183609,0,326781366926458
"6860","Cremona",2016-01-01,"MASCHI",5,176835,0,282749455707298
"6861","Cremona",2016-01-01,"TOTALE",11,360444,0,305179167915127
"6862","Cremona",2016-01-02,"FEMMINE",4,183607,0,217856617667082
"6863","Cremona",2016-01-02,"MASCHI",3,176834,0,16965063279686
"6864","Cremona",2016-01-02,"TOTALE",7,360441,0,194206541431191
"6865","Cremona",2016-01-03,"FEMMINE",1,183605,0,0544647476920563
"6866","Cremona",2016-01-03,"MASCHI",5,176834,0,282751054661434
"6867","Cremona",2016-01-03,"TOTALE",6,360439,0,166463673464858
"6868","Cremona",2016-01-04,"FEMMINE",7,183603,0,38125738686187
"6869","Cremona",2016-01-04,"MASCHI",7,176833,0,395853715087116
"6870","Cremona",2016-01-04,"TOTALE",14,360437,0,388417393330873
"6871","Cremona",2016-01-05,"FEMMINE",3,183602,0,163396912887659
"6872","Cremona",2016-01-05,"MASCHI",8,176833,0,452404245813847
"6873","Cremona",2016-01-05,"TOTALE",11,360435,0,305186788186497
"6874","Cremona",2016-01-06,"FEMMINE",5,183600,0,272331154684096
"6875","Cremona",2016-01-06,"MASCHI",7,176833,0,395853715087116
"6876","Cremona",2016-01-06,"TOTALE",12,360433,0,332932889052889
"6877","Cremona",2016-01-07,"FEMMINE",11,183598,0,599135066830793
"6878","Cremona",2016-01-07,"MASCHI",2,176832,0,113101701049584
"6879","Cremona",2016-01-07,"TOTALE",13,360431,0,360679297840641
"6880","Cremona",2016-01-08,"FEMMINE",11,183596,0,599141593498769
"6881","Cremona",2016-01-08,"MASCHI",5,176832,0,282754252623959
"6882","Cremona",2016-01-08,"TOTALE",16,360429,0,443915445205574
"6883","Cremona",2016-01-09,"FEMMINE",3,183595,0,163403142787113
"6884","Cremona",2016-01-09,"MASCHI",7,176832,0,395855953673543
"6885","Cremona",2016-01-09,"TOTALE",10,360427,0,277448692800484
"6886","Cremona",2016-01-10,"FEMMINE",7,183593,0,381278153306499
"6887","Cremona",2016-01-10,"MASCHI",6,176831,0,339307021958819
"6888","Cremona",2016-01-10,"TOTALE",13,360425,0,360685302073941
"6889","Cremona",2016-01-11,"FEMMINE",11,183591,0,599157910790834
"6890","Cremona",2016-01-11,"MASCHI",4,176831,0,22620468130588
"6891","Cremona",2016-01-11,"TOTALE",15,360423,0,416177657918612
"6892","Cremona",2016-01-12,"FEMMINE",13,183589,0,70810342667589
"6893","Cremona",2016-01-12,"MASCHI",9,176831,0,508960532938229
"6894","Cremona",2016-01-12,"TOTALE",22,360420,0,610398978968981
"6895","Cremona",2016-01-13,"FEMMINE",6,183588,0,326818746323289
"6896","Cremona",2016-01-13,"MASCHI",2,176830,0,11310298026353
"6897","Cremona",2016-01-13,"TOTALE",8,360418,0,22196449677874
"6898","Cremona",2016-01-14,"FEMMINE",5,183586,0,272351922259867
"6899","Cremona",2016-01-14,"MASCHI",5,176830,0,282757450658825
"6900","Cremona",2016-01-14,"TOTALE",10,360416,0,277457160614401
"6901","Cremona",2016-01-15,"FEMMINE",5,183584,0,272354889314973
"6902","Cremona",2016-01-15,"MASCHI",2,176830,0,11310298026353
"6903","Cremona",2016-01-15,"TOTALE",7,360414,0,194221090190725
"6904","Cremona",2016-01-16,"FEMMINE",8,183582,0,435772570295563
"6905","Cremona",2016-01-16,"MASCHI",4,176829,0,226207239762709
"6906","Cremona",2016-01-16,"TOTALE",12,360412,0,332952287937139
"6907","Cremona",2016-01-17,"FEMMINE",6,183581,0,326831208022617
"6908","Cremona",2016-01-17,"MASCHI",4,176829,0,226207239762709
"6909","Cremona",2016-01-17,"TOTALE",10,360410,0,277461779639855
"6910","Cremona",2016-01-18,"FEMMINE",12,183579,0,653669537365385
"6911","Cremona",2016-01-18,"MASCHI",9,176828,0,508969167778859
"6912","Cremona",2016-01-18,"TOTALE",21,360408,0,582672970633282
"6913","Cremona",2016-01-19,"FEMMINE",10,183577,0,54473054903392
"6914","Cremona",2016-01-19,"MASCHI",7,176828,0,395864908272446
"6915","Cremona",2016-01-19,"TOTALE",17,360406,0,471690260428517
"6916","Cremona",2016-01-20,"FEMMINE",7,183575,0,381315538608198
"6917","Cremona",2016-01-20,"MASCHI",14,176828,0,791729816544891
"6918","Cremona",2016-01-20,"TOTALE",21,360404,0,582679437520116
"6919","Cremona",2016-01-21,"FEMMINE",8,183574,0,435791560896423
"6920","Cremona",2016-01-21,"MASCHI",7,176827,0,395867146985472
"6921","Cremona",2016-01-21,"TOTALE",15,360402,0,416201907869546
"6922","Cremona",2016-01-22,"FEMMINE",6,183572,0,326847231603948
"6923","Cremona",2016-01-22,"MASCHI",5,176827,0,282762247846765
"6924","Cremona",2016-01-22,"TOTALE",11,360399,0,305217273077894
"6925","Cremona",2016-01-23,"FEMMINE",7,183570,0,381325924715367
"6926","Cremona",2016-01-23,"MASCHI",5,176827,0,282762247846765
"6927","Cremona",2016-01-23,"TOTALE",12,360397,0,332966145667139
"6928","Cremona",2016-01-24,"FEMMINE",9,183568,0,490281530549987
"6929","Cremona",2016-01-24,"MASCHI",5,176826,0,282763846945585
"6930","Cremona",2016-01-24,"TOTALE",14,360395,0,388462659026901
"6931","Cremona",2016-01-25,"FEMMINE",7,183567,0,38133215665125
"6932","Cremona",2016-01-25,"MASCHI",7,176826,0,395869385723819
"6933","Cremona",2016-01-25,"TOTALE",14,360393,0,3884648147994
"6934","Cremona",2016-01-26,"FEMMINE",6,183565,0,326859695475717
"6935","Cremona",2016-01-26,"MASCHI",13,176826,0,735186002058521
"6936","Cremona",2016-01-26,"TOTALE",19,360391,0,527205174380048
"6937","Cremona",2016-01-27,"FEMMINE",6,183563,0,326863256756536
"6938","Cremona",2016-01-27,"MASCHI",6,176825,0,339318535274989
"6939","Cremona",2016-01-27,"TOTALE",12,360389,0,332973536928153
"6940","Cremona",2016-01-28,"FEMMINE",8,183561,0,435822424153279
"6941","Cremona",2016-01-28,"MASCHI",5,176825,0,282765446062491
"6942","Cremona",2016-01-28,"TOTALE",13,360387,0,360723333527569
"6943","Cremona",2016-01-29,"FEMMINE",7,183560,0,381346698627152
"6944","Cremona",2016-01-29,"MASCHI",4,176825,0,226212356849993
"6945","Cremona",2016-01-29,"TOTALE",11,360385,0,305229129958239
"6946","Cremona",2016-01-30,"FEMMINE",8,183558,0,435829547064143
"6947","Cremona",2016-01-30,"MASCHI",4,176824,0,226213636157988
"6948","Cremona",2016-01-30,"TOTALE",12,360383,0,332979080589262
"6949","Cremona",2016-01-31,"FEMMINE",4,183556,0,217917147900368
"6950","Cremona",2016-01-31,"MASCHI",1,176824,0,0565534090394969
"6951","Cremona",2016-01-31,"TOTALE",5,360381,0,138742053548883
"6952","Cremona",2016-02-01,"FEMMINE",13,183555,0,708234589087739
"6953","Cremona",2016-02-01,"MASCHI",7,176824,0,395873863276478
"6954","Cremona",2016-02-01,"TOTALE",20,360379,0,554971294109812
"6955","Cremona",2016-02-02,"FEMMINE",6,183555,0,32687750265588
"6956","Cremona",2016-02-02,"MASCHI",4,176826,0,226211077556468
"6957","Cremona",2016-02-02,"TOTALE",10,360382,0,277483337125606
"6958","Cremona",2016-02-03,"FEMMINE",3,183556,0,163437860925276
"6959","Cremona",2016-02-03,"MASCHI",3,176829,0,169655429822031
"6960","Cremona",2016-02-03,"TOTALE",6,360385,0,166488616340858
"6961","Cremona",2016-02-04,"FEMMINE",8,183557,0,435831921419505
"6962","Cremona",2016-02-04,"MASCHI",5,176831,0,28275585163235
"6963","Cremona",2016-02-04,"TOTALE",13,360389,0,360721331672165
"6964","Cremona",2016-02-05,"FEMMINE",10,183558,0,544786933830179
"6965","Cremona",2016-02-05,"MASCHI",7,176834,0,395851476526007
"6966","Cremona",2016-02-05,"TOTALE",17,360392,0,471708583986326
"6967","Cremona",2016-02-06,"FEMMINE",7,183559,0,381348776142821
"6968","Cremona",2016-02-06,"MASCHI",10,176836,0,565495713542491
"6969","Cremona",2016-02-06,"TOTALE",17,360396,0,47170334853883
"6970","Cremona",2016-02-07,"FEMMINE",7,183560,0,381346698627152
"6971","Cremona",2016-02-07,"MASCHI",4,176839,0,226194448057272
"6972","Cremona",2016-02-07,"TOTALE",11,360399,0,305217273077894
"6973","Cremona",2016-02-08,"FEMMINE",10,183561,0,544778030191598
"6974","Cremona",2016-02-08,"MASCHI",9,176841,0,508931752252023
"6975","Cremona",2016-02-08,"TOTALE",19,360403,0,527187620524801
"6976","Cremona",2016-02-09,"FEMMINE",4,183562,0,217910024950698
"6977","Cremona",2016-02-09,"MASCHI",8,176844,0,452376105494108
"6978","Cremona",2016-02-09,"TOTALE",12,360406,0,332957830890718
"6979","Cremona",2016-02-10,"FEMMINE",6,183563,0,326863256756536
"6980","Cremona",2016-02-10,"MASCHI",4,176846,0,226185494724223
"6981","Cremona",2016-02-10,"TOTALE",10,360410,0,277461779639855
"6982","Cremona",2016-02-11,"FEMMINE",5,183564,0,272384563422022
"6983","Cremona",2016-02-11,"MASCHI",7,176849,0,395817901147306
"6984","Cremona",2016-02-11,"TOTALE",12,360413,0,332951364129485
"6985","Cremona",2016-02-12,"FEMMINE",8,183565,0,435812927300956
"6986","Cremona",2016-02-12,"MASCHI",7,176851,0,395813424860476
"6987","Cremona",2016-02-12,"TOTALE",15,360416,0,416185740921602
"6988","Cremona",2016-02-13,"FEMMINE",6,183566,0,326857914864408
"6989","Cremona",2016-02-13,"MASCHI",2,176854,0,113087631605731
"6990","Cremona",2016-02-13,"TOTALE",8,360420,0,221963265079629
"6991","Cremona",2016-02-14,"FEMMINE",5,183567,0,27238011189375
"6992","Cremona",2016-02-14,"MASCHI",2,176856,0,113086352738951
"6993","Cremona",2016-02-14,"TOTALE",7,360423,0,194216240362019
"6994","Cremona",2016-02-15,"FEMMINE",7,183568,0,381330079316657
"6995","Cremona",2016-02-15,"MASCHI",2,176859,0,113084434493014
"6996","Cremona",2016-02-15,"TOTALE",9,360427,0,249703823520435
"6997","Cremona",2016-02-16,"FEMMINE",6,183568,0,326854353699991
"6998","Cremona",2016-02-16,"MASCHI",2,176861,0,113083155698543
"6999","Cremona",2016-02-16,"TOTALE",8,360430,0,221957106789113
"7000","Cremona",2016-02-17,"FEMMINE",7,183569,0,381328002004696
"7001","Cremona",2016-02-17,"MASCHI",5,176864,0,28270309390266
"7002","Cremona",2016-02-17,"TOTALE",12,360434,0,33293196535288
"7003","Cremona",2016-02-18,"FEMMINE",7,183570,0,381325924715367
"7004","Cremona",2016-02-18,"MASCHI",9,176866,0,508859814775027
"7005","Cremona",2016-02-18,"TOTALE",16,360437,0,443905592378141
"7006","Cremona",2016-02-19,"FEMMINE",9,183571,0,490273518148291
"7007","Cremona",2016-02-19,"MASCHI",6,176869,0,339234122429595
"7008","Cremona",2016-02-19,"TOTALE",15,360441,0,41615687449541
"7009","Cremona",2016-02-20,"FEMMINE",4,183572,0,217898154402632
"7010","Cremona",2016-02-20,"MASCHI",8,176871,0,452307048639969
"7011","Cremona",2016-02-20,"TOTALE",12,360444,0,332922728634684
"7012","Cremona",2016-02-21,"FEMMINE",11,183573,0,599216660402129
"7013","Cremona",2016-02-21,"MASCHI",6,176874,0,339224532718206
"7014","Cremona",2016-02-21,"TOTALE",17,360447,0,471636606768818
"7015","Cremona",2016-02-22,"FEMMINE",6,183574,0,326843670672317
"7016","Cremona",2016-02-22,"MASCHI",4,176876,0,226147131323639
"7017","Cremona",2016-02-22,"TOTALE",10,360451,0,277430219364074
"7018","Cremona",2016-02-23,"FEMMINE",10,183575,0,544736483725998
"7019","Cremona",2016-02-23,"MASCHI",3,176879,0,16960747177449
"7020","Cremona",2016-02-23,"TOTALE",13,360454,0,360656283464742
"7021","Cremona",2016-02-24,"FEMMINE",9,183576,0,490260164727415
"7022","Cremona",2016-02-24,"MASCHI",6,176881,0,339211108033084
"7023","Cremona",2016-02-24,"TOTALE",15,360458,0,416137247612759
"7024","Cremona",2016-02-25,"FEMMINE",5,183577,0,27236527451696
"7025","Cremona",2016-02-25,"MASCHI",8,176884,0,452273806562493
"7026","Cremona",2016-02-25,"TOTALE",13,360461,0,360649279672419
"7027","Cremona",2016-02-26,"FEMMINE",8,183578,0,435782065389099
"7028","Cremona",2016-02-26,"MASCHI",4,176886,0,226134346415205
"7029","Cremona",2016-02-26,"TOTALE",12,360465,0,332903333194624
"7030","Cremona",2016-02-27,"FEMMINE",4,183579,0,217889845788462
"7031","Cremona",2016-02-27,"MASCHI",5,176889,0,282663139030692
"7032","Cremona",2016-02-27,"TOTALE",9,360468,0,249675421951463
"7033","Cremona",2016-02-28,"FEMMINE",3,183580,0,163416494171478
"7034","Cremona",2016-02-28,"MASCHI",9,176891,0,508787897631875
"7035","Cremona",2016-02-28,"TOTALE",12,360472,0,332896868550123
"7036","Cremona",2016-02-29,"FEMMINE",5,183581,0,272359340018847
"7037","Cremona",2016-02-29,"MASCHI",8,176894,0,452248239058419
"7038","Cremona",2016-02-29,"TOTALE",13,360475,0,360635272903807
"7039","Cremona",2016-03-01,"FEMMINE",4,183582,0,217886285147781
"7040","Cremona",2016-03-01,"MASCHI",6,176897,0,339180427028158
"7041","Cremona",2016-03-01,"TOTALE",10,360479,0,277408670130576
"7042","Cremona",2016-03-02,"FEMMINE",3,183582,0,163414713860836
"7043","Cremona",2016-03-02,"MASCHI",9,176894,0,508779268940722
"7044","Cremona",2016-03-02,"TOTALE",12,360476,0,332893174580277
"7045","Cremona",2016-03-03,"FEMMINE",8,183582,0,435772570295563
"7046","Cremona",2016-03-03,"MASCHI",2,176891,0,113063977251528
"7047","Cremona",2016-03-03,"TOTALE",10,360474,0,277412517962461
"7048","Cremona",2016-03-04,"FEMMINE",8,183583,0,43577019658683
"7049","Cremona",2016-03-04,"MASCHI",7,176888,0,39573063181222
"7050","Cremona",2016-03-04,"TOTALE",15,360471,0,416122240069243
"7051","Cremona",2016-03-05,"FEMMINE",9,183583,0,490241471160184
"7052","Cremona",2016-03-05,"MASCHI",6,176885,0,339203437261498
"7053","Cremona",2016-03-05,"TOTALE",15,360469,0,416124548851635
"7054","Cremona",2016-03-06,"FEMMINE",9,183584,0,490238800766951
"7055","Cremona",2016-03-06,"MASCHI",4,176882,0,226139460205109
"7056","Cremona",2016-03-06,"TOTALE",13,360466,0,360644277130159
"7057","Cremona",2016-03-07,"FEMMINE",5,183584,0,272354889314973
"7058","Cremona",2016-03-07,"MASCHI",4,176879,0,22614329569932
"7059","Cremona",2016-03-07,"TOTALE",9,360464,0,249678192551822
"7060","Cremona",2016-03-08,"FEMMINE",10,183584,0,544709778629946
"7061","Cremona",2016-03-08,"MASCHI",5,176876,0,282683914154549
"7062","Cremona",2016-03-08,"TOTALE",15,360461,0,416133784237407
"7063","Cremona",2016-03-09,"FEMMINE",6,183585,0,326824086935207
"7064","Cremona",2016-03-09,"MASCHI",4,176873,0,226150967078073
"7065","Cremona",2016-03-09,"TOTALE",10,360459,0,277424062098602
"7066","Cremona",2016-03-10,"FEMMINE",9,183585,0,490236130402811
"7067","Cremona",2016-03-10,"MASCHI",7,176870,0,395770905184599
"7068","Cremona",2016-03-10,"TOTALE",16,360456,0,443882193665801
"7069","Cremona",2016-03-11,"FEMMINE",7,183586,0,381292691163814
"7070","Cremona",2016-03-11,"MASCHI",5,176867,0,282698298721638
"7071","Cremona",2016-03-11,"TOTALE",12,360454,0,332913492428992
"7072","Cremona",2016-03-12,"FEMMINE",9,183586,0,490233460067761
"7073","Cremona",2016-03-12,"MASCHI",5,176865,0,282701495490911
"7074","Cremona",2016-03-12,"TOTALE",14,360451,0,388402307109704
"7075","Cremona",2016-03-13,"FEMMINE",5,183587,0,272350438756557
"7076","Cremona",2016-03-13,"MASCHI",7,176862,0,395788807092535
"7077","Cremona",2016-03-13,"TOTALE",12,360449,0,332918110467778
"7078","Cremona",2016-03-14,"FEMMINE",4,183587,0,217880351005245
"7079","Cremona",2016-03-14,"MASCHI",5,176859,0,282711086232536
"7080","Cremona",2016-03-14,"TOTALE",9,360446,0,24969066101441
"7081","Cremona",2016-03-15,"FEMMINE",4,183587,0,217880351005245
"7082","Cremona",2016-03-15,"MASCHI",11,176856,0,621974940064233
"7083","Cremona",2016-03-15,"TOTALE",15,360444,0,416153410793355
"7084","Cremona",2016-03-16,"FEMMINE",9,183588,0,490228119484934
"7085","Cremona",2016-03-16,"MASCHI",6,176853,0,339264813149904
"7086","Cremona",2016-03-16,"TOTALE",15,360441,0,41615687449541
"7087","Cremona",2016-03-17,"FEMMINE",9,183588,0,490228119484934
"7088","Cremona",2016-03-17,"MASCHI",7,176850,0,395815662991235
"7089","Cremona",2016-03-17,"TOTALE",16,360439,0,443903129239622
"7090","Cremona",2016-03-18,"FEMMINE",8,183589,0,435755954877471
"7091","Cremona",2016-03-18,"MASCHI",4,176847,0,226184215734505
"7092","Cremona",2016-03-18,"TOTALE",12,360436,0,332930117968238
"7093","Cremona",2016-03-19,"FEMMINE",8,183589,0,435755954877471
"7094","Cremona",2016-03-19,"MASCHI",8,176844,0,452376105494108
"7095","Cremona",2016-03-19,"TOTALE",16,360434,0,443909287137174
"7096","Cremona",2016-03-20,"FEMMINE",9,183589,0,490225449237155
"7097","Cremona",2016-03-20,"MASCHI",3,176841,0,169643917417341
"7098","Cremona",2016-03-20,"TOTALE",12,360431,0,332934736468284
"7099","Cremona",2016-03-21,"FEMMINE",8,183590,0,435753581349747
"7100","Cremona",2016-03-21,"MASCHI",4,176838,0,226195727162714
"7101","Cremona",2016-03-21,"TOTALE",12,360429,0,332936583904181
"7102","Cremona",2016-03-22,"FEMMINE",7,183590,0,381284383681028
"7103","Cremona",2016-03-22,"MASCHI",5,176836,0,282747856771246
"7104","Cremona",2016-03-22,"TOTALE",12,360426,0,332939355096469
"7105","Cremona",2016-03-23,"FEMMINE",6,183591,0,326813405885909
"7106","Cremona",2016-03-23,"MASCHI",5,176833,0,282752653633654
"7107","Cremona",2016-03-23,"TOTALE",11,360424,0,305196102368322
"7108","Cremona",2016-03-24,"FEMMINE",7,183591,0,381282306866894
"7109","Cremona",2016-03-24,"MASCHI",7,176830,0,395860430922355
"7110","Cremona",2016-03-24,"TOTALE",14,360421,0,3884346361616
"7111","Cremona",2016-03-25,"FEMMINE",7,183592,0,381280230075385
"7112","Cremona",2016-03-25,"MASCHI",9,176827,0,508972046124178
"7113","Cremona",2016-03-25,"TOTALE",16,360419,0,443927761854952
"7114","Cremona",2016-03-26,"FEMMINE",6,183592,0,326811625778901
"7115","Cremona",2016-03-26,"MASCHI",3,176824,0,169660227118491
"7116","Cremona",2016-03-26,"TOTALE",9,360416,0,249711444552961
"7117","Cremona",2016-03-27,"FEMMINE",4,183592,0,217874417185934
"7118","Cremona",2016-03-27,"MASCHI",8,176821,0,452434948337584
