"","NOME_PROVINCIA","DATA","SESSO","DECESSI","POPOLAZIONE","DECESSI_P10k"
"22076","Sondrio",2016-01-19,"MASCHI",3,88824,0,337746554985139
"22077","Sondrio",2016-01-19,"TOTALE",8,181651,0,440404952353689
"22078","Sondrio",2016-01-20,"FEMMINE",1,92824,0,107730759286391
"22079","Sondrio",2016-01-20,"MASCHI",2,88823,0,225166904968308
"22080","Sondrio",2016-01-20,"TOTALE",3,181648,0,165154584691271
"22081","Sondrio",2016-01-21,"FEMMINE",2,92823,0,215463839781089
"22082","Sondrio",2016-01-21,"MASCHI",2,88821,0,22517197509598
"22083","Sondrio",2016-01-21,"TOTALE",4,181644,0,220210962101693
"22084","Sondrio",2016-01-22,"FEMMINE",1,92821,0,107734241173872
"22085","Sondrio",2016-01-22,"MASCHI",2,88820,0,22517451024544
"22086","Sondrio",2016-01-22,"TOTALE",3,181641,0,165160949345137
"22087","Sondrio",2016-01-23,"FEMMINE",4,92819,0,43094625022894
"22088","Sondrio",2016-01-23,"MASCHI",3,88818,0,337769371073431
"22089","Sondrio",2016-01-23,"TOTALE",7,181638,0,385381913476255
"22090","Sondrio",2016-01-24,"FEMMINE",0,92817,0
"22091","Sondrio",2016-01-24,"MASCHI",2,88816,0,22518465141416
"22092","Sondrio",2016-01-24,"TOTALE",2,181634,0,110111542993052
"22093","Sondrio",2016-01-25,"FEMMINE",1,92816,0,107740044819859
"22094","Sondrio",2016-01-25,"MASCHI",2,88815,0,225187186849068
"22095","Sondrio",2016-01-25,"TOTALE",3,181631,0,165170042558814
"22096","Sondrio",2016-01-26,"FEMMINE",6,92814,0,646454198720021
"22097","Sondrio",2016-01-26,"MASCHI",2,88813,0,225192257890174
"22098","Sondrio",2016-01-26,"TOTALE",8,181628,0,440460721915123
"22099","Sondrio",2016-01-27,"FEMMINE",7,92812,0,754212817308107
"22100","Sondrio",2016-01-27,"MASCHI",5,88812,0,562986983740936
"22101","Sondrio",2016-01-27,"TOTALE",12,181624,0,660705633616703
"22102","Sondrio",2016-01-28,"FEMMINE",4,92810,0,430988040081888
"22103","Sondrio",2016-01-28,"MASCHI",2,88810,0,225199864880081
"22104","Sondrio",2016-01-28,"TOTALE",6,181621,0,330358273547662
"22105","Sondrio",2016-01-29,"FEMMINE",5,92809,0,538740854873988
"22106","Sondrio",2016-01-29,"MASCHI",4,88808,0,450409872984416
"22107","Sondrio",2016-01-29,"TOTALE",9,181618,0,495545595700867
"22108","Sondrio",2016-01-30,"FEMMINE",4,92807,0,431001971834021
"22109","Sondrio",2016-01-30,"MASCHI",1,88807,0,112603736191967
"22110","Sondrio",2016-01-30,"TOTALE",5,181614,0,275309172200381
"22111","Sondrio",2016-01-31,"FEMMINE",2,92805,0,215505630084586
"22112","Sondrio",2016-01-31,"MASCHI",4,88805,0,450425088677439
"22113","Sondrio",2016-01-31,"TOTALE",6,181611,0,330376463980706
"22114","Sondrio",2016-02-01,"FEMMINE",6,92804,0,646523856730313
"22115","Sondrio",2016-02-01,"MASCHI",4,88804,0,450430160803567
"22116","Sondrio",2016-02-01,"TOTALE",10,181608,0,550636535835426
"22117","Sondrio",2016-02-02,"FEMMINE",3,92801,0,323272378530404
"22118","Sondrio",2016-02-02,"MASCHI",2,88803,0,225217616521964
"22119","Sondrio",2016-02-02,"TOTALE",5,181604,0,27532433206317
"22120","Sondrio",2016-02-03,"FEMMINE",0,92799,0
"22121","Sondrio",2016-02-03,"MASCHI",2,88802,0,225220152699264
"22122","Sondrio",2016-02-03,"TOTALE",2,181601,0,11013155213903
"22123","Sondrio",2016-02-04,"FEMMINE",5,92797,0,538810521891872
"22124","Sondrio",2016-02-04,"MASCHI",4,88801,0,450445377867366
"22125","Sondrio",2016-02-04,"TOTALE",9,181598,0,49560017180806
"22126","Sondrio",2016-02-05,"FEMMINE",2,92795,0,215528853925319
"22127","Sondrio",2016-02-05,"MASCHI",2,88800,0,225225225225225
"22128","Sondrio",2016-02-05,"TOTALE",4,181595,0,220270381893775
"22129","Sondrio",2016-02-06,"FEMMINE",1,92792,0,107767911026813
"22130","Sondrio",2016-02-06,"MASCHI",3,88799,0,337841642360837
"22131","Sondrio",2016-02-06,"TOTALE",4,181592,0,220274020881977
"22132","Sondrio",2016-02-07,"FEMMINE",3,92790,0,323310701584222
"22133","Sondrio",2016-02-07,"MASCHI",1,88798,0,112615148989842
"22134","Sondrio",2016-02-07,"TOTALE",4,181588,0,220278873053285
"22135","Sondrio",2016-02-08,"FEMMINE",3,92788,0,323317670388412
"22136","Sondrio",2016-02-08,"MASCHI",2,88797,0,225232834442605
"22137","Sondrio",2016-02-08,"TOTALE",5,181585,0,275353140402566
"22138","Sondrio",2016-02-09,"FEMMINE",5,92786,0,538874399155045
"22139","Sondrio",2016-02-09,"MASCHI",2,88796,0,225235370962656
"22140","Sondrio",2016-02-09,"TOTALE",7,181582,0,385500765494377
"22141","Sondrio",2016-02-10,"FEMMINE",1,92784,0,107777202966029
"22142","Sondrio",2016-02-10,"MASCHI",2,88795,0,225237907539839
"22143","Sondrio",2016-02-10,"TOTALE",3,181579,0,165217343415263
"22144","Sondrio",2016-02-11,"FEMMINE",4,92781,0,4311227514254
"22145","Sondrio",2016-02-11,"MASCHI",4,88794,0,450480888348312
"22146","Sondrio",2016-02-11,"TOTALE",8,181576,0,440586861699784
"22147","Sondrio",2016-02-12,"FEMMINE",0,92779,0
"22148","Sondrio",2016-02-12,"MASCHI",3,88793,0,337864471298413
"22149","Sondrio",2016-02-12,"TOTALE",3,181573,0,165222802949778
"22150","Sondrio",2016-02-13,"FEMMINE",1,92777,0,107785334727357
"22151","Sondrio",2016-02-13,"MASCHI",4,88792,0,450491035228399
"22152","Sondrio",2016-02-13,"TOTALE",5,181569,0,275377404733187
"22153","Sondrio",2016-02-14,"FEMMINE",3,92775,0,323362974939369
"22154","Sondrio",2016-02-14,"MASCHI",1,88791,0,112624027209965
"22155","Sondrio",2016-02-14,"TOTALE",4,181566,0,220305563817014
"22156","Sondrio",2016-02-15,"FEMMINE",3,92773,0,323369945997219
"22157","Sondrio",2016-02-15,"MASCHI",1,88790,0,112625295641401
"22158","Sondrio",2016-02-15,"TOTALE",4,181563,0,220309203967769
"22159","Sondrio",2016-02-16,"FEMMINE",2,92770,0,215586935431713
"22160","Sondrio",2016-02-16,"MASCHI",6,88789,0,675759384608454
"22161","Sondrio",2016-02-16,"TOTALE",8,181560,0,440625688477638
"22162","Sondrio",2016-02-17,"FEMMINE",2,92768,0,215591583304588
"22163","Sondrio",2016-02-17,"MASCHI",3,88788,0,337883497769969
"22164","Sondrio",2016-02-17,"TOTALE",5,181557,0,275395605787714
"22165","Sondrio",2016-02-18,"FEMMINE",4,92766,0,431192462755751
"22166","Sondrio",2016-02-18,"MASCHI",4,88787,0,450516404428576
"22167","Sondrio",2016-02-18,"TOTALE",8,181554,0,440640250283662
"22168","Sondrio",2016-02-19,"FEMMINE",4,92764,0,431201759303178
"22169","Sondrio",2016-02-19,"MASCHI",5,88786,0,563151848264366
"22170","Sondrio",2016-02-19,"TOTALE",9,181550,0,4957312035252
"22171","Sondrio",2016-02-20,"FEMMINE",2,92762,0,215605528125741
"22172","Sondrio",2016-02-20,"MASCHI",1,88785,0,112631638227178
"22173","Sondrio",2016-02-20,"TOTALE",3,181547,0,165246465102701
"22174","Sondrio",2016-02-21,"FEMMINE",5,92759,0,539031253032051
"22175","Sondrio",2016-02-21,"MASCHI",2,88784,0,225265813660119
"22176","Sondrio",2016-02-21,"TOTALE",7,181544,0,38558145683691
"22177","Sondrio",2016-02-22,"FEMMINE",2,92757,0,215617150188126
"22178","Sondrio",2016-02-22,"MASCHI",6,88783,0,675805052769111
"22179","Sondrio",2016-02-22,"TOTALE",8,181541,0,44067180416545
"22180","Sondrio",2016-02-23,"FEMMINE",5,92755,0,539054498409789
"22181","Sondrio",2016-02-23,"MASCHI",3,88782,0,337906332364668
"22182","Sondrio",2016-02-23,"TOTALE",8,181538,0,440679086472254
"22183","Sondrio",2016-02-24,"FEMMINE",2,92753,0,215626448740202
"22184","Sondrio",2016-02-24,"MASCHI",3,88781,0,33791013843052
"22185","Sondrio",2016-02-24,"TOTALE",5,181535,0,275428980637343
"22186","Sondrio",2016-02-25,"FEMMINE",2,92751,0,215631098316999
"22187","Sondrio",2016-02-25,"MASCHI",2,88780,0,225275963054742
"22188","Sondrio",2016-02-25,"TOTALE",4,181531,0,220348039728752
"22189","Sondrio",2016-02-26,"FEMMINE",2,92748,0,215638073058179
"22190","Sondrio",2016-02-26,"MASCHI",0,88779,0
"22191","Sondrio",2016-02-26,"TOTALE",2,181528,0,110175840641664
"22192","Sondrio",2016-02-27,"FEMMINE",5,92746,0,539106807840769
"22193","Sondrio",2016-02-27,"MASCHI",5,88778,0,563202595237559
"22194","Sondrio",2016-02-27,"TOTALE",10,181525,0,550888307395676
"22195","Sondrio",2016-02-28,"FEMMINE",4,92744,0,431294746829984
"22196","Sondrio",2016-02-28,"MASCHI",2,88777,0,225283575700914
"22197","Sondrio",2016-02-28,"TOTALE",6,181522,0,330538447130375
"22198","Sondrio",2016-02-29,"FEMMINE",0,92742,0
"22199","Sondrio",2016-02-29,"MASCHI",4,88776,0,450572226727945
"22200","Sondrio",2016-02-29,"TOTALE",4,181519,0,220362606669274
"22201","Sondrio",2016-03-01,"FEMMINE",5,92740,0,539141686435195
"22202","Sondrio",2016-03-01,"MASCHI",3,88776,0,337929170045958
"22203","Sondrio",2016-03-01,"TOTALE",8,181516,0,440732497410697
"22204","Sondrio",2016-03-02,"FEMMINE",3,92738,0,323491988181759
"22205","Sondrio",2016-03-02,"MASCHI",3,88775,0,337932976626302
"22206","Sondrio",2016-03-02,"TOTALE",6,181513,0,330554836292717
"22207","Sondrio",2016-03-03,"FEMMINE",4,92736,0,431331953071084
"22208","Sondrio",2016-03-03,"MASCHI",6,88774,0,675873566584811
"22209","Sondrio",2016-03-03,"TOTALE",10,181511,0,550930797582516
"22210","Sondrio",2016-03-04,"FEMMINE",2,92734,0,215670627817198
"22211","Sondrio",2016-03-04,"MASCHI",3,88773,0,33794059004427
"22212","Sondrio",2016-03-04,"TOTALE",5,181508,0,275469951737664
"22213","Sondrio",2016-03-05,"FEMMINE",3,92732,0,32351291894923
"22214","Sondrio",2016-03-05,"MASCHI",2,88773,0,22529372669618
"22215","Sondrio",2016-03-05,"TOTALE",5,181506,0,275472987118883
"22216","Sondrio",2016-03-06,"FEMMINE",3,92731,0,323516407673809
"22217","Sondrio",2016-03-06,"MASCHI",2,88772,0,225296264587933
"22218","Sondrio",2016-03-06,"TOTALE",5,181503,0,275477540316138
"22219","Sondrio",2016-03-07,"FEMMINE",2,92729,0,215682256899136
"22220","Sondrio",2016-03-07,"MASCHI",1,88771,0,112649401268432
"22221","Sondrio",2016-03-07,"TOTALE",3,181501,0,165288345518757
"22222","Sondrio",2016-03-08,"FEMMINE",2,92727,0,215686908883065
"22223","Sondrio",2016-03-08,"MASCHI",1,88771,0,112649401268432
"22224","Sondrio",2016-03-08,"TOTALE",3,181498,0,165291077587632
"22225","Sondrio",2016-03-09,"FEMMINE",6,92725,0,64707468320302
"22226","Sondrio",2016-03-09,"MASCHI",1,88770,0,112650670271488
"22227","Sondrio",2016-03-09,"TOTALE",7,181496,0,385683431039803
"22228","Sondrio",2016-03-10,"FEMMINE",4,92724,0,431387774470471
"22229","Sondrio",2016-03-10,"MASCHI",4,88769,0,45060775721254
"22230","Sondrio",2016-03-10,"TOTALE",8,181493,0,44078834996391
"22231","Sondrio",2016-03-11,"FEMMINE",2,92722,0,215698539720886
"22232","Sondrio",2016-03-11,"MASCHI",1,88769,0,112651939303135
"22233","Sondrio",2016-03-11,"TOTALE",3,181491,0,165297452766253
"22234","Sondrio",2016-03-12,"FEMMINE",1,92720,0,107851596203624
"22235","Sondrio",2016-03-12,"MASCHI",2,88768,0,225306416726748
"22236","Sondrio",2016-03-12,"TOTALE",3,181489,0,165299274336186
"22237","Sondrio",2016-03-13,"FEMMINE",4,92718,0,431415690588667
"22238","Sondrio",2016-03-13,"MASCHI",4,88767,0,450617909808825
"22239","Sondrio",2016-03-13,"TOTALE",8,181486,0,440805351376966
"22240","Sondrio",2016-03-14,"FEMMINE",3,92716,0,323568747573234
"22241","Sondrio",2016-03-14,"MASCHI",2,88767,0,225308954904413
"22242","Sondrio",2016-03-14,"TOTALE",5,181484,0,275506380727778
"22243","Sondrio",2016-03-15,"FEMMINE",4,92715,0,431429650002696
"22244","Sondrio",2016-03-15,"MASCHI",3,88766,0,337967239708898
"22245","Sondrio",2016-03-15,"TOTALE",7,181481,0,385715309040616
"22246","Sondrio",2016-03-16,"FEMMINE",2,92713,0,215719478390301
"22247","Sondrio",2016-03-16,"MASCHI",1,88765,0,112657015715654
"22248","Sondrio",2016-03-16,"TOTALE",3,181479,0,165308382788091
"22249","Sondrio",2016-03-17,"FEMMINE",2,92711,0,215724131980024
"22250","Sondrio",2016-03-17,"MASCHI",1,88765,0,112657015715654
"22251","Sondrio",2016-03-17,"TOTALE",3,181476,0,165311115519408
"22252","Sondrio",2016-03-18,"FEMMINE",3,92709,0,323593178655794
"22253","Sondrio",2016-03-18,"MASCHI",2,88764,0,225316569780542
"22254","Sondrio",2016-03-18,"TOTALE",5,181474,0,275521562317467
"22255","Sondrio",2016-03-19,"FEMMINE",5,92708,0,539327781852699
"22256","Sondrio",2016-03-19,"MASCHI",3,88763,0,337978662280455
"22257","Sondrio",2016-03-19,"TOTALE",8,181471,0,440841787393027
"22258","Sondrio",2016-03-20,"FEMMINE",1,92706,0,107867883416392
"22259","Sondrio",2016-03-20,"MASCHI",0,88763,0
"22260","Sondrio",2016-03-20,"TOTALE",1,181469,0,0551058307479514
"22261","Sondrio",2016-03-21,"FEMMINE",6,92704,0,647221263375906
"22262","Sondrio",2016-03-21,"MASCHI",4,88762,0,450643293301187
"22263","Sondrio",2016-03-21,"TOTALE",10,181466,0,551067417587868
"22264","Sondrio",2016-03-22,"FEMMINE",6,92702,0,647235226855947
"22265","Sondrio",2016-03-22,"MASCHI",9,88761,1,01395883327137
"22266","Sondrio",2016-03-22,"TOTALE",15,181464,0,826610236741172
"22267","Sondrio",2016-03-23,"FEMMINE",1,92700,0,107874865156419
"22268","Sondrio",2016-03-23,"MASCHI",3,88761,0,337986277757123
"22269","Sondrio",2016-03-23,"TOTALE",4,181462,0,22043182594703
"22270","Sondrio",2016-03-24,"FEMMINE",3,92699,0,323628086602876
"22271","Sondrio",2016-03-24,"MASCHI",3,88760,0,337990085624155
"22272","Sondrio",2016-03-24,"TOTALE",6,181459,0,330653205407282
"22273","Sondrio",2016-03-25,"FEMMINE",1,92697,0,107878356365362
"22274","Sondrio",2016-03-25,"MASCHI",5,88759,0,563323155961649
"22275","Sondrio",2016-03-25,"TOTALE",6,181457,0,330656849832192
"22276","Sondrio",2016-03-26,"FEMMINE",3,92695,0,323642051890609
"22277","Sondrio",2016-03-26,"MASCHI",6,88759,0,675987787153979
"22278","Sondrio",2016-03-26,"TOTALE",9,181454,0,495993474930285
"22279","Sondrio",2016-03-27,"FEMMINE",4,92693,0,431532046648614
"22280","Sondrio",2016-03-27,"MASCHI",2,88758,0,225331801077086
"22281","Sondrio",2016-03-27,"TOTALE",6,181452,0,330665961245949
"22282","Sondrio",2016-03-28,"FEMMINE",2,92692,0,215768351098261
"22283","Sondrio",2016-03-28,"MASCHI",2,88757,0,225334339826718
"22284","Sondrio",2016-03-28,"TOTALE",4,181449,0,220447618890156
"22285","Sondrio",2016-03-29,"FEMMINE",2,92690,0,21577300679685
"22286","Sondrio",2016-03-29,"MASCHI",1,88757,0,112667169913359
"22287","Sondrio",2016-03-29,"TOTALE",3,181447,0,16533753658093
"22288","Sondrio",2016-03-30,"FEMMINE",4,92688,0,431555325392715
"22289","Sondrio",2016-03-30,"MASCHI",4,88756,0,450673757267114
"22290","Sondrio",2016-03-30,"TOTALE",8,181444,0,440907387403276
"22291","Sondrio",2016-03-31,"FEMMINE",3,92686,0,323673478195197
"22292","Sondrio",2016-03-31,"MASCHI",3,88755,0,338009126246409
"22293","Sondrio",2016-03-31,"TOTALE",6,181442,0,330684185579965
"22294","Sondrio",2016-04-01,"FEMMINE",4,92685,0,431569293844743
"22295","Sondrio",2016-04-01,"MASCHI",6,88755,0,676018252492817
"22296","Sondrio",2016-04-01,"TOTALE",10,181440,0,551146384479718
"22297","Sondrio",2016-04-02,"FEMMINE",3,92683,0,323683954986351
"22298","Sondrio",2016-04-02,"MASCHI",3,88755,0,338009126246409
"22299","Sondrio",2016-04-02,"TOTALE",6,181439,0,330689653271899
"22300","Sondrio",2016-04-03,"FEMMINE",3,92682,0,32368744740079
"22301","Sondrio",2016-04-03,"MASCHI",3,88756,0,338005317950336
"22302","Sondrio",2016-04-03,"TOTALE",6,181438,0,330691475876057
"22303","Sondrio",2016-04-04,"FEMMINE",3,92680,0,323694432455762
"22304","Sondrio",2016-04-04,"MASCHI",1,88757,0,112667169913359
"22305","Sondrio",2016-04-04,"TOTALE",4,181438,0,220460983917371
"22306","Sondrio",2016-04-05,"FEMMINE",0,92679,0
"22307","Sondrio",2016-04-05,"MASCHI",4,88758,0,450663602154172
"22308","Sondrio",2016-04-05,"TOTALE",4,181437,0,220462199000204
"22309","Sondrio",2016-04-06,"FEMMINE",2,92677,0,215803273735663
"22310","Sondrio",2016-04-06,"MASCHI",4,88759,0,450658524769319
"22311","Sondrio",2016-04-06,"TOTALE",6,181437,0,330693298500306
"22312","Sondrio",2016-04-07,"FEMMINE",3,92676,0,323708403470154
"22313","Sondrio",2016-04-07,"MASCHI",5,88760,0,563316809373592
"22314","Sondrio",2016-04-07,"TOTALE",8,181436,0,440926828192861
"22315","Sondrio",2016-04-08,"FEMMINE",4,92674,0,431620519239485
"22316","Sondrio",2016-04-08,"MASCHI",4,88761,0,450648370342831
"22317","Sondrio",2016-04-08,"TOTALE",8,181436,0,440926828192861
"22318","Sondrio",2016-04-09,"FEMMINE",1,92673,0,107906294174139
"22319","Sondrio",2016-04-09,"MASCHI",3,88762,0,337982469975891
"22320","Sondrio",2016-04-09,"TOTALE",4,181435,0,220464629206052
"22321","Sondrio",2016-04-10,"FEMMINE",2,92672,0,215814917127072
"22322","Sondrio",2016-04-10,"MASCHI",4,88763,0,45063821637394
"22323","Sondrio",2016-04-10,"TOTALE",6,181435,0,330696943809078
"22324","Sondrio",2016-04-11,"FEMMINE",3,92670,0,323729362253156
"22325","Sondrio",2016-04-11,"MASCHI",4,88764,0,450633139561083
"22326","Sondrio",2016-04-11,"TOTALE",7,181434,0,385815227575868
"22327","Sondrio",2016-04-12,"FEMMINE",1,92669,0,107910951882507
"22328","Sondrio",2016-04-12,"MASCHI",0,88764,0
"22329","Sondrio",2016-04-12,"TOTALE",1,181434,0,0551164610822668
"22330","Sondrio",2016-04-13,"FEMMINE",3,92667,0,323739842662436
"22331","Sondrio",2016-04-13,"MASCHI",2,88765,0,225314031431307
"22332","Sondrio",2016-04-13,"TOTALE",5,181433,0,275583824331847
"22333","Sondrio",2016-04-14,"FEMMINE",4,92666,0,43165778171066
"22334","Sondrio",2016-04-14,"MASCHI",2,88766,0,225311493139265
"22335","Sondrio",2016-04-14,"TOTALE",6,181433,0,330700589198216
"22336","Sondrio",2016-04-15,"FEMMINE",3,92664,0,323750323750324
"22337","Sondrio",2016-04-15,"MASCHI",4,88767,0,450617909808825
"22338","Sondrio",2016-04-15,"TOTALE",7,181432,0,385819480576745
"22339","Sondrio",2016-04-16,"FEMMINE",6,92663,0,647507635194198
"22340","Sondrio",2016-04-16,"MASCHI",5,88768,0,563266041816871
"22341","Sondrio",2016-04-16,"TOTALE",11,181432,0,606287755192028
"22342","Sondrio",2016-04-17,"FEMMINE",1,92662,0,107919103839762
"22343","Sondrio",2016-04-17,"MASCHI",0,88769,0
"22344","Sondrio",2016-04-17,"TOTALE",1,181431,0,0551173724446208
"22345","Sondrio",2016-04-18,"FEMMINE",2,92660,0,215842866393266
"22346","Sondrio",2016-04-18,"MASCHI",0,88770,0
"22347","Sondrio",2016-04-18,"TOTALE",2,181430,0,11023535247754
"22348","Sondrio",2016-04-19,"FEMMINE",4,92659,0,431690391651108
"22349","Sondrio",2016-04-19,"MASCHI",2,88771,0,225298802536865
"22350","Sondrio",2016-04-19,"TOTALE",6,181430,0,330706057432619
"22351","Sondrio",2016-04-20,"FEMMINE",3,92657,0,323774782261459
"22352","Sondrio",2016-04-20,"MASCHI",2,88772,0,225296264587933
"22353","Sondrio",2016-04-20,"TOTALE",5,181429,0,275589900181338
"22354","Sondrio",2016-04-21,"FEMMINE",5,92656,0,539630461060266
"22355","Sondrio",2016-04-21,"MASCHI",4,88773,0,45058745339236
"22356","Sondrio",2016-04-21,"TOTALE",9,181429,0,496061820326409
"22357","Sondrio",2016-04-22,"FEMMINE",3,92654,0,323785265611846
"22358","Sondrio",2016-04-22,"MASCHI",3,88773,0,33794059004427
"22359","Sondrio",2016-04-22,"TOTALE",6,181428,0,330709703022687
"22360","Sondrio",2016-04-23,"FEMMINE",1,92653,0,107929586737612
"22361","Sondrio",2016-04-23,"MASCHI",5,88774,0,563227972154009
"22362","Sondrio",2016-04-23,"TOTALE",6,181428,0,330709703022687
"22363","Sondrio",2016-04-24,"FEMMINE",3,92652,0,323792254889263
"22364","Sondrio",2016-04-24,"MASCHI",3,88775,0,337932976626302
"22365","Sondrio",2016-04-24,"TOTALE",6,181427,0,330711525847862
"22366","Sondrio",2016-04-25,"FEMMINE",4,92650,0,431732325957906
"22367","Sondrio",2016-04-25,"MASCHI",2,88776,0,225286113363972
"22368","Sondrio",2016-04-25,"TOTALE",6,181427,0,330711525847862
"22369","Sondrio",2016-04-26,"FEMMINE",2,92649,0,215868492914117
"22370","Sondrio",2016-04-26,"MASCHI",0,88777,0
"22371","Sondrio",2016-04-26,"TOTALE",2,181426,0,11023778289771
"22372","Sondrio",2016-04-27,"FEMMINE",1,92647,0,107936576467668
"22373","Sondrio",2016-04-27,"MASCHI",2,88778,0,225281038095024
"22374","Sondrio",2016-04-27,"TOTALE",3,181426,0,165356674346566
"22375","Sondrio",2016-04-28,"FEMMINE",0,92646,0
"22376","Sondrio",2016-04-28,"MASCHI",2,88779,0,2252785005463
"22377","Sondrio",2016-04-28,"TOTALE",2,181425,0,110238390519498
"22378","Sondrio",2016-04-29,"FEMMINE",3,92644,0,323820215016623
"22379","Sondrio",2016-04-29,"MASCHI",1,88780,0,112637981527371
"22380","Sondrio",2016-04-29,"TOTALE",4,181425,0,220476781038997
"22381","Sondrio",2016-04-30,"FEMMINE",2,92643,0,215882473581382
"22382","Sondrio",2016-04-30,"MASCHI",5,88781,0,563183564050867
"22383","Sondrio",2016-04-30,"TOTALE",7,181424,0,385836493517947
"22384","Sondrio",2017-01-01,"FEMMINE",2,92515,0,216181159811922
"22385","Sondrio",2017-01-01,"MASCHI",5,88922,0,562290546771328
"22386","Sondrio",2017-01-01,"TOTALE",7,181437,0,385808848250357
"22387","Sondrio",2017-01-02,"FEMMINE",2,92512,0,216188170183328
"22388","Sondrio",2017-01-02,"MASCHI",1,88919,0,112461903530179
"22389","Sondrio",2017-01-02,"TOTALE",3,181432,0,165351205961462
"22390","Sondrio",2017-01-03,"FEMMINE",4,92510,0,432385688033726
"22391","Sondrio",2017-01-03,"MASCHI",5,88916,0,562328489810608
"22392","Sondrio",2017-01-03,"TOTALE",9,181427,0,496067288771793
"22393","Sondrio",2017-01-04,"FEMMINE",2,92508,0,216197518052493
"22394","Sondrio",2017-01-04,"MASCHI",2,88913,0,224938985300237
"22395","Sondrio",2017-01-04,"TOTALE",4,181422,0,220480426850106
"22396","Sondrio",2017-01-05,"FEMMINE",4,92506,0,43240438458046
"22397","Sondrio",2017-01-05,"MASCHI",5,88910,0,562366437970982
"22398","Sondrio",2017-01-05,"TOTALE",9,181417,0,496094632807289
"22399","Sondrio",2017-01-06,"FEMMINE",5,92504,0,540517166825218
"22400","Sondrio",2017-01-06,"MASCHI",3,88907,0,337431248383142
"22401","Sondrio",2017-01-06,"TOTALE",8,181412,0,440985160849337
"22402","Sondrio",2017-01-07,"FEMMINE",1,92502,0,108105770686039
"22403","Sondrio",2017-01-07,"MASCHI",3,88905,0,337438839210393
"22404","Sondrio",2017-01-07,"TOTALE",4,181407,0,220498657714421
"22405","Sondrio",2017-01-08,"FEMMINE",4,92500,0,432432432432432
"22406","Sondrio",2017-01-08,"MASCHI",3,88902,0,337450226091651
"22407","Sondrio",2017-01-08,"TOTALE",7,181402,0,385883286843585
"22408","Sondrio",2017-01-09,"FEMMINE",7,92497,0,756781301015168
"22409","Sondrio",2017-01-09,"MASCHI",4,88899,0,449948818321916
"22410","Sondrio",2017-01-09,"TOTALE",11,181397,0,60640473657227
"22411","Sondrio",2017-01-10,"FEMMINE",3,92495,0,324341856316558
"22412","Sondrio",2017-01-10,"MASCHI",4,88896,0,44996400287977
"22413","Sondrio",2017-01-10,"TOTALE",7,181392,0,385904560289318
"22414","Sondrio",2017-01-11,"FEMMINE",4,92493,0,432465159525586
"22415","Sondrio",2017-01-11,"MASCHI",2,88893,0,224989594231267
"22416","Sondrio",2017-01-11,"TOTALE",6,181387,0,330784455335829
"22417","Sondrio",2017-01-12,"FEMMINE",4,92491,0,432474511033506
"22418","Sondrio",2017-01-12,"MASCHI",3,88891,0,337491984565367
"22419","Sondrio",2017-01-12,"TOTALE",7,181382,0,385925836080758
"22420","Sondrio",2017-01-13,"FEMMINE",5,92489,0,54060482868233
"22421","Sondrio",2017-01-13,"MASCHI",5,88888,0,562505625056251
"22422","Sondrio",2017-01-13,"TOTALE",10,181377,0,551337821223198
"22423","Sondrio",2017-01-14,"FEMMINE",5,92487,0,540616519078357
"22424","Sondrio",2017-01-14,"MASCHI",5,88885,0,562524610451707
"22425","Sondrio",2017-01-14,"TOTALE",10,181372,0,551353020311845
"22426","Sondrio",2017-01-15,"FEMMINE",3,92485,0,324376925987998
"22427","Sondrio",2017-01-15,"MASCHI",4,88882,0,450034877703022
"22428","Sondrio",2017-01-15,"TOTALE",7,181367,0,385957754166965
"22429","Sondrio",2017-01-16,"FEMMINE",2,92483,0,216255960554913
"22430","Sondrio",2017-01-16,"MASCHI",4,88879,0,450050068070073
"22431","Sondrio",2017-01-16,"TOTALE",6,181362,0,330830052601978
"22432","Sondrio",2017-01-17,"FEMMINE",6,92480,0,64878892733564
"22433","Sondrio",2017-01-17,"MASCHI",4,88877,0,450060195551155
"22434","Sondrio",2017-01-17,"TOTALE",10,181358,0,551395582218595
"22435","Sondrio",2017-01-18,"FEMMINE",3,92478,0,324401479270745
"22436","Sondrio",2017-01-18,"MASCHI",2,88874,0,225037693813714
"22437","Sondrio",2017-01-18,"TOTALE",5,181353,0,275705392246062
"22438","Sondrio",2017-01-19,"FEMMINE",4,92476,0,432544660236169
"22439","Sondrio",2017-01-19,"MASCHI",1,88871,0,112522645182343
"22440","Sondrio",2017-01-19,"TOTALE",5,181348,0,275712993801972
"22441","Sondrio",2017-01-20,"FEMMINE",2,92474,0,216277007591323
"22442","Sondrio",2017-01-20,"MASCHI",4,88868,0,450105774857091
"22443","Sondrio",2017-01-20,"TOTALE",6,181343,0,330864714932476
"22444","Sondrio",2017-01-21,"FEMMINE",2,92472,0,216281685266892
"22445","Sondrio",2017-01-21,"MASCHI",0,88865,0
"22446","Sondrio",2017-01-21,"TOTALE",2,181338,0,110291279268548
"22447","Sondrio",2017-01-22,"FEMMINE",1,92470,0,108143181572402
"22448","Sondrio",2017-01-22,"MASCHI",2,88863,0,225065550341537
"22449","Sondrio",2017-01-22,"TOTALE",3,181333,0,165441480590957
"22450","Sondrio",2017-01-23,"FEMMINE",4,92468,0,432582082450145
