DATA,SESSO,DECESSI,POPOLAZIONE,DECESSI_P10k
2019-02-26,TOTALE,292,10060741,0.2902370710069964
2019-02-27,TOTALE,335,10060822,0.33297478078828946
2019-02-28,TOTALE,328,10060904,0.3260144416446077
2019-03-01,TOTALE,324,10060991,0.3220358710190676
2019-03-02,TOTALE,326,10061065,0.3240213635435215
2019-03-03,TOTALE,304,10061142,0.3021525787032923
2019-03-04,TOTALE,324,10061219,0.322028573277254
2019-03-05,TOTALE,295,10061297,0.29320275507223376
2019-03-06,TOTALE,262,10061375,0.2604017840503907
2019-03-07,TOTALE,316,10061453,0.31406994596108534
2019-03-08,TOTALE,310,10061531,0.3081042040222308
2019-03-09,TOTALE,284,10061607,0.282261074200175
2019-03-10,TOTALE,305,10061685,0.3031301417207953
2019-03-11,TOTALE,261,10061762,0.25939790664895473
2019-03-12,TOTALE,290,10061842,0.2882176046890818
2019-03-13,TOTALE,316,10061920,0.3140553691541972
2019-03-14,TOTALE,260,10061997,0.2583980098582816
2019-03-15,TOTALE,302,10062074,0.30013693002059016
2019-03-16,TOTALE,302,10062152,0.30013460341286835
2019-03-17,TOTALE,269,10062230,0.2673363657956537
2019-03-18,TOTALE,303,10062308,0.30112375808810465
2019-03-19,TOTALE,280,10062385,0.27826404972578567
2019-03-20,TOTALE,292,10062462,0.29018743126682117
2019-03-21,TOTALE,250,10062540,0.2484462173566515
2019-03-22,TOTALE,298,10062620,0.29614553664950083
2019-03-23,TOTALE,253,10062697,0.25142364914694343
2019-03-24,TOTALE,291,10062775,0.28918464340104993
2019-03-25,TOTALE,281,10062851,0.2792449177673405
2019-03-26,TOTALE,257,10062929,0.2553928384071874
2019-03-27,TOTALE,306,10063007,0.30408405757841567
2019-03-28,TOTALE,252,10063085,0.2504202240167901
2019-03-29,TOTALE,273,10063163,0.2712864732490172
2019-03-30,TOTALE,221,10063240,0.21961117890460727
2019-03-31,TOTALE,260,10063317,0.25836411592718384
2019-04-01,TOTALE,275,10063402,0.2732674298413201
2019-04-02,TOTALE,281,10063532,0.2792260212418463
2019-04-03,TOTALE,311,10063667,0.30903248289117674
2019-04-04,TOTALE,307,10063801,0.30505372671816544
2019-04-05,TOTALE,261,10063936,0.2593418718084058
2019-04-06,TOTALE,273,10064072,0.27126197030386906
2019-04-07,TOTALE,261,10064207,0.25933488848152664
2019-04-08,TOTALE,266,10064341,0.26429947077508603
2019-04-09,TOTALE,282,10064476,0.2801934248737838
2019-04-10,TOTALE,271,10064613,0.2692602288831175
2019-04-11,TOTALE,236,10064747,0.23448180068510416
2019-04-12,TOTALE,246,10064881,0.2444142161243635
2019-04-13,TOTALE,254,10065015,0.2523592861014117
2019-04-14,TOTALE,232,10065152,0.23049825775110003
2019-04-15,TOTALE,245,10065286,0.2434108678084259
2019-04-16,TOTALE,256,10065424,0.25433603194460563
2019-04-17,TOTALE,264,10065557,0.2622805672850494
2019-04-18,TOTALE,280,10065690,0.2781726836411612
2019-04-19,TOTALE,249,10065828,0.24737160221692642
2019-04-20,TOTALE,257,10065961,0.2553159107212913
2019-04-21,TOTALE,260,10066097,0.2582927623288351
2019-04-22,TOTALE,246,10066229,0.2443814858573156
2019-04-23,TOTALE,249,10066367,0.2473583567934688
2019-04-24,TOTALE,263,10066501,0.2612625777318256
2019-04-25,TOTALE,236,10066636,0.23443780027409356
2019-04-26,TOTALE,260,10066770,0.25827549452306947
2019-04-27,TOTALE,233,10066907,0.23145142793114112
2019-04-28,TOTALE,227,10067041,0.22548830386207824
2019-04-29,TOTALE,236,10067176,0.23442522510781574
2019-04-30,TOTALE,230,10067310,0.22846222079185005
2020-01-01,TOTALE,203,NA,NA
2020-01-02,TOTALE,221,NA,NA
2020-01-03,TOTALE,219,NA,NA
2020-01-04,TOTALE,194,NA,NA
2020-01-05,TOTALE,220,NA,NA
2020-01-06,TOTALE,230,NA,NA
2020-01-07,TOTALE,200,NA,NA
2020-01-08,TOTALE,195,NA,NA
2020-01-09,TOTALE,220,NA,NA
2020-01-10,TOTALE,234,NA,NA
2020-01-11,TOTALE,207,NA,NA
2020-01-12,TOTALE,196,NA,NA
2020-01-13,TOTALE,207,NA,NA
2020-01-14,TOTALE,214,NA,NA
2020-01-15,TOTALE,238,NA,NA
2020-01-16,TOTALE,218,NA,NA
2020-01-17,TOTALE,225,NA,NA
2020-01-18,TOTALE,223,NA,NA
2020-01-19,TOTALE,209,NA,NA
2020-01-20,TOTALE,206,NA,NA
2020-01-21,TOTALE,217,NA,NA
2020-01-22,TOTALE,219,NA,NA
2020-01-23,TOTALE,204,NA,NA
2020-01-24,TOTALE,246,NA,NA
2020-01-25,TOTALE,233,NA,NA
2020-01-26,TOTALE,208,NA,NA
2020-01-27,TOTALE,224,NA,NA
2020-01-28,TOTALE,216,NA,NA
2020-01-29,TOTALE,226,NA,NA
2020-01-30,TOTALE,202,NA,NA
2020-01-31,TOTALE,209,NA,NA
2020-02-01,TOTALE,207,NA,NA
2020-02-02,TOTALE,199,NA,NA
2020-02-03,TOTALE,208,NA,NA
2020-02-04,TOTALE,236,NA,NA
2020-02-05,TOTALE,222,NA,NA
2020-02-06,TOTALE,234,NA,NA
2020-02-07,TOTALE,202,NA,NA
2020-02-08,TOTALE,215,NA,NA
2020-02-09,TOTALE,212,NA,NA
2020-02-10,TOTALE,215,NA,NA
2020-02-11,TOTALE,201,NA,NA
2020-02-12,TOTALE,231,NA,NA
2020-02-13,TOTALE,194,NA,NA
2020-02-14,TOTALE,239,NA,NA
2020-02-15,TOTALE,193,NA,NA
2020-02-16,TOTALE,198,NA,NA
2020-02-17,TOTALE,225,NA,NA
2020-02-18,TOTALE,226,NA,NA
2020-02-19,TOTALE,234,NA,NA
2020-02-20,TOTALE,187,NA,NA
2020-02-21,TOTALE,217,NA,NA
2020-02-22,TOTALE,216,NA,NA
2020-02-23,TOTALE,229,NA,NA
2020-02-24,TOTALE,222,NA,NA
2020-02-25,TOTALE,213,NA,NA
2020-02-26,TOTALE,216,NA,NA
2020-02-27,TOTALE,226,NA,NA
2020-02-28,TOTALE,238,NA,NA
2020-02-29,TOTALE,228,NA,NA
2020-03-01,TOTALE,246,NA,NA
2020-03-02,TOTALE,252,NA,NA
2020-03-03,TOTALE,287,NA,NA
2020-03-04,TOTALE,278,NA,NA
2020-03-05,TOTALE,277,NA,NA
2020-03-06,TOTALE,319,NA,NA
2020-03-07,TOTALE,382,NA,NA
2020-03-08,TOTALE,397,NA,NA
2020-03-09,TOTALE,452,NA,NA
2020-03-10,TOTALE,514,NA,NA
2020-03-11,TOTALE,512,NA,NA
2020-03-12,TOTALE,529,NA,NA
2020-03-13,TOTALE,614,NA,NA
2020-03-14,TOTALE,619,NA,NA
2020-03-15,TOTALE,592,NA,NA
2020-03-16,TOTALE,661,NA,NA
2020-03-17,TOTALE,751,NA,NA
2020-03-18,TOTALE,754,NA,NA
2020-03-19,TOTALE,799,NA,NA
2020-03-20,TOTALE,797,NA,NA
2020-03-21,TOTALE,847,NA,NA
2020-03-22,TOTALE,764,NA,NA
2020-03-23,TOTALE,809,NA,NA
2020-03-24,TOTALE,777,NA,NA
2020-03-25,TOTALE,768,NA,NA
2020-03-26,TOTALE,738,NA,NA
2020-03-27,TOTALE,785,NA,NA
2020-03-28,TOTALE,730,NA,NA
2020-03-29,TOTALE,686,NA,NA
2020-03-30,TOTALE,590,NA,NA
2020-03-31,TOTALE,540,NA,NA
2020-04-01,TOTALE,498,NA,NA
2020-04-02,TOTALE,480,NA,NA
2020-04-03,TOTALE,390,NA,NA
2020-04-04,TOTALE,390,NA,NA
