Territorio,Sesso_c,DATE,Value
Lombardia,TOTALE,2017-03-05,10017943
Lombardia,TOTALE,2017-03-06,10018018
Lombardia,TOTALE,2017-03-07,10018094
Lombardia,TOTALE,2017-03-08,10018169
Lombardia,TOTALE,2017-03-09,10018245
Lombardia,TOTALE,2017-03-10,10018320
Lombardia,TOTALE,2017-03-11,10018396
Lombardia,TOTALE,2017-03-12,10018471
Lombardia,TOTALE,2017-03-13,10018547
Lombardia,TOTALE,2017-03-14,10018622
Lombardia,TOTALE,2017-03-15,10018698
Lombardia,TOTALE,2017-03-16,10018773
Lombardia,TOTALE,2017-03-17,10018849
Lombardia,TOTALE,2017-03-18,10018924
Lombardia,TOTALE,2017-03-19,10019000
Lombardia,TOTALE,2017-03-20,10019075
Lombardia,TOTALE,2017-03-21,10019151
Lombardia,TOTALE,2017-03-22,10019226
Lombardia,TOTALE,2017-03-23,10019302
Lombardia,TOTALE,2017-03-24,10019377
Lombardia,TOTALE,2017-03-25,10019453
Lombardia,TOTALE,2017-03-26,10019528
Lombardia,TOTALE,2017-03-27,10019604
Lombardia,TOTALE,2017-03-28,10019679
Lombardia,TOTALE,2017-03-29,10019755
Lombardia,TOTALE,2017-03-30,10019830
Lombardia,TOTALE,2017-03-31,10019906
Lombardia,TOTALE,2017-04-01,10019982
Lombardia,TOTALE,2017-04-02,10020022
Lombardia,TOTALE,2017-04-03,10020062
Lombardia,TOTALE,2017-04-04,10020103
Lombardia,TOTALE,2017-04-05,10020143
Lombardia,TOTALE,2017-04-06,10020184
Lombardia,TOTALE,2017-04-07,10020224
Lombardia,TOTALE,2017-04-08,10020265
Lombardia,TOTALE,2017-04-09,10020305
Lombardia,TOTALE,2017-04-10,10020345
Lombardia,TOTALE,2017-04-11,10020386
Lombardia,TOTALE,2017-04-12,10020426
Lombardia,TOTALE,2017-04-13,10020467
Lombardia,TOTALE,2017-04-14,10020507
Lombardia,TOTALE,2017-04-15,10020548
Lombardia,TOTALE,2017-04-16,10020588
Lombardia,TOTALE,2017-04-17,10020628
Lombardia,TOTALE,2017-04-18,10020669
Lombardia,TOTALE,2017-04-19,10020709
Lombardia,TOTALE,2017-04-20,10020750
Lombardia,TOTALE,2017-04-21,10020790
Lombardia,TOTALE,2017-04-22,10020831
Lombardia,TOTALE,2017-04-23,10020871
Lombardia,TOTALE,2017-04-24,10020911
Lombardia,TOTALE,2017-04-25,10020952
Lombardia,TOTALE,2017-04-26,10020992
Lombardia,TOTALE,2017-04-27,10021033
Lombardia,TOTALE,2017-04-28,10021073
Lombardia,TOTALE,2017-04-29,10021114
Lombardia,TOTALE,2017-04-30,10021154
Lombardia,TOTALE,2017-05-01,10021195
Lombardia,TOTALE,2017-05-02,10021198
Lombardia,TOTALE,2017-05-03,10021202
Lombardia,TOTALE,2017-05-04,10021206
Lombardia,TOTALE,2017-05-05,10021210
Lombardia,TOTALE,2017-05-06,10021214
Lombardia,TOTALE,2017-05-07,10021218
Lombardia,TOTALE,2017-05-08,10021222
Lombardia,TOTALE,2017-05-09,10021226
Lombardia,TOTALE,2017-05-10,10021230
Lombardia,TOTALE,2017-05-11,10021234
Lombardia,TOTALE,2017-05-12,10021237
Lombardia,TOTALE,2017-05-13,10021241
Lombardia,TOTALE,2017-05-14,10021245
Lombardia,TOTALE,2017-05-15,10021249
Lombardia,TOTALE,2017-05-16,10021253
Lombardia,TOTALE,2017-05-17,10021257
Lombardia,TOTALE,2017-05-18,10021261
Lombardia,TOTALE,2017-05-19,10021265
Lombardia,TOTALE,2017-05-20,10021269
Lombardia,TOTALE,2017-05-21,10021273
Lombardia,TOTALE,2017-05-22,10021276
Lombardia,TOTALE,2017-05-23,10021280
Lombardia,TOTALE,2017-05-24,10021284
Lombardia,TOTALE,2017-05-25,10021288
Lombardia,TOTALE,2017-05-26,10021292
Lombardia,TOTALE,2017-05-27,10021296
Lombardia,TOTALE,2017-05-28,10021300
Lombardia,TOTALE,2017-05-29,10021304
Lombardia,TOTALE,2017-05-30,10021308
Lombardia,TOTALE,2017-05-31,10021312
Lombardia,TOTALE,2017-06-01,10021316
Lombardia,TOTALE,2017-06-02,10021393
Lombardia,TOTALE,2017-06-03,10021471
Lombardia,TOTALE,2017-06-04,10021549
Lombardia,TOTALE,2017-06-05,10021627
Lombardia,TOTALE,2017-06-06,10021705
Lombardia,TOTALE,2017-06-07,10021782
Lombardia,TOTALE,2017-06-08,10021860
Lombardia,TOTALE,2017-06-09,10021938
Lombardia,TOTALE,2017-06-10,10022016
Lombardia,TOTALE,2017-06-11,10022094
Lombardia,TOTALE,2017-06-12,10022171
Lombardia,TOTALE,2017-06-13,10022249
Lombardia,TOTALE,2017-06-14,10022327
Lombardia,TOTALE,2017-06-15,10022405
Lombardia,TOTALE,2017-06-16,10022483
Lombardia,TOTALE,2017-06-17,10022560
Lombardia,TOTALE,2017-06-18,10022638
Lombardia,TOTALE,2017-06-19,10022716
Lombardia,TOTALE,2017-06-20,10022794
Lombardia,TOTALE,2017-06-21,10022872
Lombardia,TOTALE,2017-06-22,10022949
Lombardia,TOTALE,2017-06-23,10023027
Lombardia,TOTALE,2017-06-24,10023105
Lombardia,TOTALE,2017-06-25,10023183
Lombardia,TOTALE,2017-06-26,10023261
Lombardia,TOTALE,2017-06-27,10023338
Lombardia,TOTALE,2017-06-28,10023416
Lombardia,TOTALE,2017-06-29,10023494
Lombardia,TOTALE,2017-06-30,10023572
Lombardia,TOTALE,2017-07-01,10023650
Lombardia,TOTALE,2017-07-02,10023712
Lombardia,TOTALE,2017-07-03,10023774
Lombardia,TOTALE,2017-07-04,10023836
Lombardia,TOTALE,2017-07-05,10023899
Lombardia,TOTALE,2017-07-06,10023961
Lombardia,TOTALE,2017-07-07,10024023
Lombardia,TOTALE,2017-07-08,10024086
Lombardia,TOTALE,2017-07-09,10024148
Lombardia,TOTALE,2017-07-10,10024210
Lombardia,TOTALE,2017-07-11,10024273
Lombardia,TOTALE,2017-07-12,10024335
Lombardia,TOTALE,2017-07-13,10024397
Lombardia,TOTALE,2017-07-14,10024460
Lombardia,TOTALE,2017-07-15,10024522
Lombardia,TOTALE,2017-07-16,10024584
Lombardia,TOTALE,2017-07-17,10024647
Lombardia,TOTALE,2017-07-18,10024709
Lombardia,TOTALE,2017-07-19,10024771
Lombardia,TOTALE,2017-07-20,10024834
Lombardia,TOTALE,2017-07-21,10024896
Lombardia,TOTALE,2017-07-22,10024958
Lombardia,TOTALE,2017-07-23,10025021
Lombardia,TOTALE,2017-07-24,10025083
Lombardia,TOTALE,2017-07-25,10025145
Lombardia,TOTALE,2017-07-26,10025208
Lombardia,TOTALE,2017-07-27,10025270
Lombardia,TOTALE,2017-07-28,10025332
Lombardia,TOTALE,2017-07-29,10025395
Lombardia,TOTALE,2017-07-30,10025457
Lombardia,TOTALE,2017-07-31,10025519
Lombardia,TOTALE,2017-08-01,10025582
Lombardia,TOTALE,2017-08-02,10025672
Lombardia,TOTALE,2017-08-03,10025763
Lombardia,TOTALE,2017-08-04,10025854
Lombardia,TOTALE,2017-08-05,10025945
Lombardia,TOTALE,2017-08-06,10026036
Lombardia,TOTALE,2017-08-07,10026126
Lombardia,TOTALE,2017-08-08,10026217
Lombardia,TOTALE,2017-08-09,10026308
Lombardia,TOTALE,2017-08-10,10026399
Lombardia,TOTALE,2017-08-11,10026490
Lombardia,TOTALE,2017-08-12,10026580
Lombardia,TOTALE,2017-08-13,10026671
Lombardia,TOTALE,2017-08-14,10026762
Lombardia,TOTALE,2017-08-15,10026853
Lombardia,TOTALE,2017-08-16,10026944
Lombardia,TOTALE,2017-08-17,10027034
Lombardia,TOTALE,2017-08-18,10027125
Lombardia,TOTALE,2017-08-19,10027216
Lombardia,TOTALE,2017-08-20,10027307
Lombardia,TOTALE,2017-08-21,10027398
Lombardia,TOTALE,2017-08-22,10027488
Lombardia,TOTALE,2017-08-23,10027579
Lombardia,TOTALE,2017-08-24,10027670
Lombardia,TOTALE,2017-08-25,10027761
Lombardia,TOTALE,2017-08-26,10027852
Lombardia,TOTALE,2017-08-27,10027942
Lombardia,TOTALE,2017-08-28,10028033
Lombardia,TOTALE,2017-08-29,10028124
Lombardia,TOTALE,2017-08-30,10028215
Lombardia,TOTALE,2017-08-31,10028306
Lombardia,TOTALE,2017-09-01,10028397
Lombardia,TOTALE,2017-09-02,10028468
Lombardia,TOTALE,2017-09-03,10028539
Lombardia,TOTALE,2017-09-04,10028610
Lombardia,TOTALE,2017-09-05,10028681
Lombardia,TOTALE,2017-09-06,10028753
Lombardia,TOTALE,2017-09-07,10028824
Lombardia,TOTALE,2017-09-08,10028895
Lombardia,TOTALE,2017-09-09,10028966
Lombardia,TOTALE,2017-09-10,10029038
Lombardia,TOTALE,2017-09-11,10029109
Lombardia,TOTALE,2017-09-12,10029180
Lombardia,TOTALE,2017-09-13,10029251
Lombardia,TOTALE,2017-09-14,10029323
Lombardia,TOTALE,2017-09-15,10029394
Lombardia,TOTALE,2017-09-16,10029465
Lombardia,TOTALE,2017-09-17,10029536
Lombardia,TOTALE,2017-09-18,10029607
Lombardia,TOTALE,2017-09-19,10029679
Lombardia,TOTALE,2017-09-20,10029750
Lombardia,TOTALE,2017-09-21,10029821
Lombardia,TOTALE,2017-09-22,10029892
Lombardia,TOTALE,2017-09-23,10029964
Lombardia,TOTALE,2017-09-24,10030035
Lombardia,TOTALE,2017-09-25,10030106
Lombardia,TOTALE,2017-09-26,10030177
Lombardia,TOTALE,2017-09-27,10030249
Lombardia,TOTALE,2017-09-28,10030320
Lombardia,TOTALE,2017-09-29,10030391
Lombardia,TOTALE,2017-09-30,10030462
Lombardia,TOTALE,2017-10-01,10030534
Lombardia,TOTALE,2017-10-02,10030634
Lombardia,TOTALE,2017-10-03,10030734
Lombardia,TOTALE,2017-10-04,10030834
Lombardia,TOTALE,2017-10-05,10030934
Lombardia,TOTALE,2017-10-06,10031035
Lombardia,TOTALE,2017-10-07,10031135
Lombardia,TOTALE,2017-10-08,10031235
Lombardia,TOTALE,2017-10-09,10031335
Lombardia,TOTALE,2017-10-10,10031436
Lombardia,TOTALE,2017-10-11,10031536
Lombardia,TOTALE,2017-10-12,10031636
Lombardia,TOTALE,2017-10-13,10031736
Lombardia,TOTALE,2017-10-14,10031836
Lombardia,TOTALE,2017-10-15,10031937
Lombardia,TOTALE,2017-10-16,10032037
Lombardia,TOTALE,2017-10-17,10032137
Lombardia,TOTALE,2017-10-18,10032237
Lombardia,TOTALE,2017-10-19,10032338
Lombardia,TOTALE,2017-10-20,10032438
Lombardia,TOTALE,2017-10-21,10032538
Lombardia,TOTALE,2017-10-22,10032638
Lombardia,TOTALE,2017-10-23,10032738
Lombardia,TOTALE,2017-10-24,10032839
Lombardia,TOTALE,2017-10-25,10032939
Lombardia,TOTALE,2017-10-26,10033039
Lombardia,TOTALE,2017-10-27,10033139
Lombardia,TOTALE,2017-10-28,10033240
Lombardia,TOTALE,2017-10-29,10033340
Lombardia,TOTALE,2017-10-30,10033440
Lombardia,TOTALE,2017-10-31,10033540
Lombardia,TOTALE,2017-11-01,10033641
Lombardia,TOTALE,2017-11-02,10033722
Lombardia,TOTALE,2017-11-03,10033803
Lombardia,TOTALE,2017-11-04,10033885
Lombardia,TOTALE,2017-11-05,10033966
Lombardia,TOTALE,2017-11-06,10034048
Lombardia,TOTALE,2017-11-07,10034129
Lombardia,TOTALE,2017-11-08,10034211
Lombardia,TOTALE,2017-11-09,10034292
Lombardia,TOTALE,2017-11-10,10034374
Lombardia,TOTALE,2017-11-11,10034455
Lombardia,TOTALE,2017-11-12,10034537
Lombardia,TOTALE,2017-11-13,10034618
Lombardia,TOTALE,2017-11-14,10034700
Lombardia,TOTALE,2017-11-15,10034781
Lombardia,TOTALE,2017-11-16,10034863
Lombardia,TOTALE,2017-11-17,10034944
Lombardia,TOTALE,2017-11-18,10035025
Lombardia,TOTALE,2017-11-19,10035107
Lombardia,TOTALE,2017-11-20,10035188
Lombardia,TOTALE,2017-11-21,10035270
Lombardia,TOTALE,2017-11-22,10035351
Lombardia,TOTALE,2017-11-23,10035433
Lombardia,TOTALE,2017-11-24,10035514
Lombardia,TOTALE,2017-11-25,10035596
Lombardia,TOTALE,2017-11-26,10035677
Lombardia,TOTALE,2017-11-27,10035759
Lombardia,TOTALE,2017-11-28,10035840
Lombardia,TOTALE,2017-11-29,10035922
Lombardia,TOTALE,2017-11-30,10036003
Lombardia,TOTALE,2017-12-01,10036085
Lombardia,TOTALE,2017-12-02,10036090
Lombardia,TOTALE,2017-12-03,10036096
Lombardia,TOTALE,2017-12-04,10036101
Lombardia,TOTALE,2017-12-05,10036107
Lombardia,TOTALE,2017-12-06,10036112
Lombardia,TOTALE,2017-12-07,10036118
Lombardia,TOTALE,2017-12-08,10036124
Lombardia,TOTALE,2017-12-09,10036129
Lombardia,TOTALE,2017-12-10,10036135
Lombardia,TOTALE,2017-12-11,10036140
Lombardia,TOTALE,2017-12-12,10036146
Lombardia,TOTALE,2017-12-13,10036151
Lombardia,TOTALE,2017-12-14,10036157
Lombardia,TOTALE,2017-12-15,10036163
Lombardia,TOTALE,2017-12-16,10036168
Lombardia,TOTALE,2017-12-17,10036174
Lombardia,TOTALE,2017-12-18,10036179
Lombardia,TOTALE,2017-12-19,10036185
Lombardia,TOTALE,2017-12-20,10036191
Lombardia,TOTALE,2017-12-21,10036196
Lombardia,TOTALE,2017-12-22,10036202
Lombardia,TOTALE,2017-12-23,10036207
Lombardia,TOTALE,2017-12-24,10036213
Lombardia,TOTALE,2017-12-25,10036218
Lombardia,TOTALE,2017-12-26,10036224
Lombardia,TOTALE,2017-12-27,10036230
Lombardia,TOTALE,2017-12-28,10036235
Lombardia,TOTALE,2017-12-29,10036241
Lombardia,TOTALE,2017-12-30,10036246
Lombardia,TOTALE,2017-12-31,10036252
Lombardia,TOTALE,2018-01-01,10036258
Lombardia,TOTALE,2018-01-02,10036223
Lombardia,TOTALE,2018-01-03,10036189
Lombardia,TOTALE,2018-01-04,10036154
Lombardia,TOTALE,2018-01-05,10036120
Lombardia,TOTALE,2018-01-06,10036086
Lombardia,TOTALE,2018-01-07,10036051
Lombardia,TOTALE,2018-01-08,10036017
Lombardia,TOTALE,2018-01-09,10035983
Lombardia,TOTALE,2018-01-10,10035948
Lombardia,TOTALE,2018-01-11,10035914
Lombardia,TOTALE,2018-01-12,10035880
Lombardia,TOTALE,2018-01-13,10035845
Lombardia,TOTALE,2018-01-14,10035811
Lombardia,TOTALE,2018-01-15,10035777
Lombardia,TOTALE,2018-01-16,10035742
Lombardia,TOTALE,2018-01-17,10035708
Lombardia,TOTALE,2018-01-18,10035673
Lombardia,TOTALE,2018-01-19,10035639
Lombardia,TOTALE,2018-01-20,10035605
Lombardia,TOTALE,2018-01-21,10035570
Lombardia,TOTALE,2018-01-22,10035536
Lombardia,TOTALE,2018-01-23,10035502
Lombardia,TOTALE,2018-01-24,10035467
Lombardia,TOTALE,2018-01-25,10035433
Lombardia,TOTALE,2018-01-26,10035399
Lombardia,TOTALE,2018-01-27,10035364
Lombardia,TOTALE,2018-01-28,10035330
Lombardia,TOTALE,2018-01-29,10035296
Lombardia,TOTALE,2018-01-30,10035261
Lombardia,TOTALE,2018-01-31,10035227
Lombardia,TOTALE,2018-02-01,10035193
Lombardia,TOTALE,2018-02-02,10035297
Lombardia,TOTALE,2018-02-03,10035402
Lombardia,TOTALE,2018-02-04,10035506
Lombardia,TOTALE,2018-02-05,10035611
Lombardia,TOTALE,2018-02-06,10035716
Lombardia,TOTALE,2018-02-07,10035820
Lombardia,TOTALE,2018-02-08,10035925
Lombardia,TOTALE,2018-02-09,10036030
Lombardia,TOTALE,2018-02-10,10036134
Lombardia,TOTALE,2018-02-11,10036239
Lombardia,TOTALE,2018-02-12,10036344
Lombardia,TOTALE,2018-02-13,10036448
Lombardia,TOTALE,2018-02-14,10036553
Lombardia,TOTALE,2018-02-15,10036658
Lombardia,TOTALE,2018-02-16,10036762
Lombardia,TOTALE,2018-02-17,10036867
Lombardia,TOTALE,2018-02-18,10036971
Lombardia,TOTALE,2018-02-19,10037076
Lombardia,TOTALE,2018-02-20,10037181
Lombardia,TOTALE,2018-02-21,10037285
Lombardia,TOTALE,2018-02-22,10037390
Lombardia,TOTALE,2018-02-23,10037495
Lombardia,TOTALE,2018-02-24,10037599
Lombardia,TOTALE,2018-02-25,10037704
Lombardia,TOTALE,2018-02-26,10037809
Lombardia,TOTALE,2018-02-27,10037913
Lombardia,TOTALE,2018-02-28,10038018
Lombardia,TOTALE,2018-03-01,10038123
Lombardia,TOTALE,2018-03-02,10038124
Lombardia,TOTALE,2018-03-03,10038125
Lombardia,TOTALE,2018-03-04,10038126
Lombardia,TOTALE,2018-03-05,10038127
Lombardia,TOTALE,2018-03-06,10038128
Lombardia,TOTALE,2018-03-07,10038130
Lombardia,TOTALE,2018-03-08,10038131
Lombardia,TOTALE,2018-03-09,10038132
Lombardia,TOTALE,2018-03-10,10038133
Lombardia,TOTALE,2018-03-11,10038134
Lombardia,TOTALE,2018-03-12,10038136
Lombardia,TOTALE,2018-03-13,10038137
Lombardia,TOTALE,2018-03-14,10038138
Lombardia,TOTALE,2018-03-15,10038139
Lombardia,TOTALE,2018-03-16,10038140
Lombardia,TOTALE,2018-03-17,10038142
Lombardia,TOTALE,2018-03-18,10038143
Lombardia,TOTALE,2018-03-19,10038144
Lombardia,TOTALE,2018-03-20,10038145
Lombardia,TOTALE,2018-03-21,10038146
Lombardia,TOTALE,2018-03-22,10038148
Lombardia,TOTALE,2018-03-23,10038149
Lombardia,TOTALE,2018-03-24,10038150
Lombardia,TOTALE,2018-03-25,10038151
Lombardia,TOTALE,2018-03-26,10038152
Lombardia,TOTALE,2018-03-27,10038154
Lombardia,TOTALE,2018-03-28,10038155
Lombardia,TOTALE,2018-03-29,10038156
Lombardia,TOTALE,2018-03-30,10038157
Lombardia,TOTALE,2018-03-31,10038158
Lombardia,TOTALE,2018-04-01,10038160
Lombardia,TOTALE,2018-04-02,10038177
Lombardia,TOTALE,2018-04-03,10038195
Lombardia,TOTALE,2018-04-04,10038213
Lombardia,TOTALE,2018-04-05,10038230
Lombardia,TOTALE,2018-04-06,10038248
Lombardia,TOTALE,2018-04-07,10038266
Lombardia,TOTALE,2018-04-08,10038284
Lombardia,TOTALE,2018-04-09,10038301
Lombardia,TOTALE,2018-04-10,10038319
Lombardia,TOTALE,2018-04-11,10038337
Lombardia,TOTALE,2018-04-12,10038355
Lombardia,TOTALE,2018-04-13,10038372
Lombardia,TOTALE,2018-04-14,10038390
Lombardia,TOTALE,2018-04-15,10038408
Lombardia,TOTALE,2018-04-16,10038426
Lombardia,TOTALE,2018-04-17,10038443
Lombardia,TOTALE,2018-04-18,10038461
Lombardia,TOTALE,2018-04-19,10038479
Lombardia,TOTALE,2018-04-20,10038496
Lombardia,TOTALE,2018-04-21,10038514
Lombardia,TOTALE,2018-04-22,10038532
Lombardia,TOTALE,2018-04-23,10038550
Lombardia,TOTALE,2018-04-24,10038567
Lombardia,TOTALE,2018-04-25,10038585
Lombardia,TOTALE,2018-04-26,10038603
Lombardia,TOTALE,2018-04-27,10038621
Lombardia,TOTALE,2018-04-28,10038638
Lombardia,TOTALE,2018-04-29,10038656
Lombardia,TOTALE,2018-04-30,10038674
Lombardia,TOTALE,2018-05-01,10038692
Lombardia,TOTALE,2018-05-02,10038783
Lombardia,TOTALE,2018-05-03,10038874
Lombardia,TOTALE,2018-05-04,10038965
Lombardia,TOTALE,2018-05-05,10039056
Lombardia,TOTALE,2018-05-06,10039147
Lombardia,TOTALE,2018-05-07,10039238
Lombardia,TOTALE,2018-05-08,10039330
Lombardia,TOTALE,2018-05-09,10039421
Lombardia,TOTALE,2018-05-10,10039512
Lombardia,TOTALE,2018-05-11,10039603
Lombardia,TOTALE,2018-05-12,10039694
Lombardia,TOTALE,2018-05-13,10039785
Lombardia,TOTALE,2018-05-14,10039877
Lombardia,TOTALE,2018-05-15,10039968
Lombardia,TOTALE,2018-05-16,10040059
Lombardia,TOTALE,2018-05-17,10040150
Lombardia,TOTALE,2018-05-18,10040241
Lombardia,TOTALE,2018-05-19,10040332
Lombardia,TOTALE,2018-05-20,10040424
Lombardia,TOTALE,2018-05-21,10040515
Lombardia,TOTALE,2018-05-22,10040606
Lombardia,TOTALE,2018-05-23,10040697
Lombardia,TOTALE,2018-05-24,10040788
Lombardia,TOTALE,2018-05-25,10040879
Lombardia,TOTALE,2018-05-26,10040971
Lombardia,TOTALE,2018-05-27,10041062
Lombardia,TOTALE,2018-05-28,10041153
Lombardia,TOTALE,2018-05-29,10041244
Lombardia,TOTALE,2018-05-30,10041335
Lombardia,TOTALE,2018-05-31,10041426
Lombardia,TOTALE,2018-06-01,10041518
Lombardia,TOTALE,2018-06-02,10041584
Lombardia,TOTALE,2018-06-03,10041650
Lombardia,TOTALE,2018-06-04,10041716
Lombardia,TOTALE,2018-06-05,10041782
Lombardia,TOTALE,2018-06-06,10041848
Lombardia,TOTALE,2018-06-07,10041914
Lombardia,TOTALE,2018-06-08,10041980
Lombardia,TOTALE,2018-06-09,10042047
Lombardia,TOTALE,2018-06-10,10042113
Lombardia,TOTALE,2018-06-11,10042179
Lombardia,TOTALE,2018-06-12,10042245
Lombardia,TOTALE,2018-06-13,10042311
Lombardia,TOTALE,2018-06-14,10042377
Lombardia,TOTALE,2018-06-15,10042443
Lombardia,TOTALE,2018-06-16,10042510
Lombardia,TOTALE,2018-06-17,10042576
Lombardia,TOTALE,2018-06-18,10042642
Lombardia,TOTALE,2018-06-19,10042708
Lombardia,TOTALE,2018-06-20,10042774
Lombardia,TOTALE,2018-06-21,10042840
Lombardia,TOTALE,2018-06-22,10042906
Lombardia,TOTALE,2018-06-23,10042972
Lombardia,TOTALE,2018-06-24,10043039
Lombardia,TOTALE,2018-06-25,10043105
Lombardia,TOTALE,2018-06-26,10043171
Lombardia,TOTALE,2018-06-27,10043237
Lombardia,TOTALE,2018-06-28,10043303
Lombardia,TOTALE,2018-06-29,10043369
Lombardia,TOTALE,2018-06-30,10043435
Lombardia,TOTALE,2018-07-01,10043502
Lombardia,TOTALE,2018-07-02,10043615
Lombardia,TOTALE,2018-07-03,10043728
Lombardia,TOTALE,2018-07-04,10043841
Lombardia,TOTALE,2018-07-05,10043954
Lombardia,TOTALE,2018-07-06,10044067
Lombardia,TOTALE,2018-07-07,10044180
Lombardia,TOTALE,2018-07-08,10044293
Lombardia,TOTALE,2018-07-09,10044406
Lombardia,TOTALE,2018-07-10,10044519
Lombardia,TOTALE,2018-07-11,10044632
Lombardia,TOTALE,2018-07-12,10044745
Lombardia,TOTALE,2018-07-13,10044858
Lombardia,TOTALE,2018-07-14,10044971
Lombardia,TOTALE,2018-07-15,10045084
Lombardia,TOTALE,2018-07-16,10045197
Lombardia,TOTALE,2018-07-17,10045310
Lombardia,TOTALE,2018-07-18,10045423
Lombardia,TOTALE,2018-07-19,10045536
Lombardia,TOTALE,2018-07-20,10045649
Lombardia,TOTALE,2018-07-21,10045762
Lombardia,TOTALE,2018-07-22,10045875
Lombardia,TOTALE,2018-07-23,10045988
Lombardia,TOTALE,2018-07-24,10046101
Lombardia,TOTALE,2018-07-25,10046214
Lombardia,TOTALE,2018-07-26,10046327
Lombardia,TOTALE,2018-07-27,10046440
Lombardia,TOTALE,2018-07-28,10046553
Lombardia,TOTALE,2018-07-29,10046666
Lombardia,TOTALE,2018-07-30,10046779
Lombardia,TOTALE,2018-07-31,10046892
Lombardia,TOTALE,2018-08-01,10047005
Lombardia,TOTALE,2018-08-02,10047057
Lombardia,TOTALE,2018-08-03,10047110
Lombardia,TOTALE,2018-08-04,10047163
Lombardia,TOTALE,2018-08-05,10047216
Lombardia,TOTALE,2018-08-06,10047269
Lombardia,TOTALE,2018-08-07,10047321
Lombardia,TOTALE,2018-08-08,10047374
Lombardia,TOTALE,2018-08-09,10047427
Lombardia,TOTALE,2018-08-10,10047480
Lombardia,TOTALE,2018-08-11,10047533
Lombardia,TOTALE,2018-08-12,10047585
Lombardia,TOTALE,2018-08-13,10047638
Lombardia,TOTALE,2018-08-14,10047691
Lombardia,TOTALE,2018-08-15,10047744
Lombardia,TOTALE,2018-08-16,10047797
Lombardia,TOTALE,2018-08-17,10047849
Lombardia,TOTALE,2018-08-18,10047902
Lombardia,TOTALE,2018-08-19,10047955
Lombardia,TOTALE,2018-08-20,10048008
Lombardia,TOTALE,2018-08-21,10048061
Lombardia,TOTALE,2018-08-22,10048113
Lombardia,TOTALE,2018-08-23,10048166
Lombardia,TOTALE,2018-08-24,10048219
Lombardia,TOTALE,2018-08-25,10048272
Lombardia,TOTALE,2018-08-26,10048325
Lombardia,TOTALE,2018-08-27,10048377
Lombardia,TOTALE,2018-08-28,10048430
Lombardia,TOTALE,2018-08-29,10048483
Lombardia,TOTALE,2018-08-30,10048536
Lombardia,TOTALE,2018-08-31,10048589
Lombardia,TOTALE,2018-09-01,10048642
Lombardia,TOTALE,2018-09-02,10048769
Lombardia,TOTALE,2018-09-03,10048897
Lombardia,TOTALE,2018-09-04,10049024
Lombardia,TOTALE,2018-09-05,10049152
Lombardia,TOTALE,2018-09-06,10049279
Lombardia,TOTALE,2018-09-07,10049407
Lombardia,TOTALE,2018-09-08,10049534
Lombardia,TOTALE,2018-09-09,10049662
Lombardia,TOTALE,2018-09-10,10049790
Lombardia,TOTALE,2018-09-11,10049917
Lombardia,TOTALE,2018-09-12,10050045
Lombardia,TOTALE,2018-09-13,10050172
Lombardia,TOTALE,2018-09-14,10050300
Lombardia,TOTALE,2018-09-15,10050427
Lombardia,TOTALE,2018-09-16,10050555
Lombardia,TOTALE,2018-09-17,10050683
Lombardia,TOTALE,2018-09-18,10050810
Lombardia,TOTALE,2018-09-19,10050938
Lombardia,TOTALE,2018-09-20,10051065
Lombardia,TOTALE,2018-09-21,10051193
Lombardia,TOTALE,2018-09-22,10051320
Lombardia,TOTALE,2018-09-23,10051448
Lombardia,TOTALE,2018-09-24,10051576
Lombardia,TOTALE,2018-09-25,10051703
Lombardia,TOTALE,2018-09-26,10051831
Lombardia,TOTALE,2018-09-27,10051958
Lombardia,TOTALE,2018-09-28,10052086
Lombardia,TOTALE,2018-09-29,10052213
Lombardia,TOTALE,2018-09-30,10052341
Lombardia,TOTALE,2018-10-01,10052469
Lombardia,TOTALE,2018-10-02,10052593
Lombardia,TOTALE,2018-10-03,10052718
Lombardia,TOTALE,2018-10-04,10052842
Lombardia,TOTALE,2018-10-05,10052967
Lombardia,TOTALE,2018-10-06,10053092
Lombardia,TOTALE,2018-10-07,10053216
Lombardia,TOTALE,2018-10-08,10053341
Lombardia,TOTALE,2018-10-09,10053465
Lombardia,TOTALE,2018-10-10,10053590
Lombardia,TOTALE,2018-10-11,10053715
Lombardia,TOTALE,2018-10-12,10053839
Lombardia,TOTALE,2018-10-13,10053964
Lombardia,TOTALE,2018-10-14,10054088
Lombardia,TOTALE,2018-10-15,10054213
Lombardia,TOTALE,2018-10-16,10054338
Lombardia,TOTALE,2018-10-17,10054462
Lombardia,TOTALE,2018-10-18,10054587
Lombardia,TOTALE,2018-10-19,10054712
Lombardia,TOTALE,2018-10-20,10054836
Lombardia,TOTALE,2018-10-21,10054961
Lombardia,TOTALE,2018-10-22,10055085
Lombardia,TOTALE,2018-10-23,10055210
Lombardia,TOTALE,2018-10-24,10055335
Lombardia,TOTALE,2018-10-25,10055459
Lombardia,TOTALE,2018-10-26,10055584
Lombardia,TOTALE,2018-10-27,10055708
Lombardia,TOTALE,2018-10-28,10055833
Lombardia,TOTALE,2018-10-29,10055958
Lombardia,TOTALE,2018-10-30,10056082
Lombardia,TOTALE,2018-10-31,10056207
Lombardia,TOTALE,2018-11-01,10056332
